"","Sequence_ID","Cluster99","Cluster95","Cluster90","Cluster85","Cluster80"
"149031","OP380492_0A_Fwd_32290","99_60922","95_52994","90_48662","85_44780","80_41445"
"149032","OP380492_0A_Rev_107677","99_60923","95_52995","90_48663","85_44781","80_17613"
"149033","OP380492_0A_Fwd_89042","99_60924","95_52996","90_48664","85_44782","80_41446"
"149034","OP380492_0A_Rev_92525","99_60925","95_52997","90_48665","85_44783","80_41447"
"149035","OP380492_0A_Rev_114710","99_60926","95_52998","90_48666","85_44784","80_41448"
"149036","OP380492_0A_Rev_49478","99_60927","95_52999","90_48667","85_44785","80_41449"
"149037","OP380492_0A_Rev_20770","99_60928","95_53000","90_48668","85_44786","80_41450"
"149038","OP380492_0A_Fwd_51212","99_60929","95_53001","90_48669","85_44787","80_41451"
"149039","OP380492_0A_Fwd_89232","99_60930","95_53002","90_48670","85_44788","80_41452"
"149040","OP380511_0A_Rev_34621","99_60931","95_53003","90_48671","85_44789","80_41453"
"149041","GU459069_0A_Rev_28769","99_5022","95_4750","90_4632","85_4479","80_4384"
"149042","KY290955_0A_Rev_28773","99_5022","95_4750","90_4632","85_4479","80_4384"
"149043","OP380511_0A_Rev_10817","99_60932","95_53004","90_48672","85_44790","80_41454"
"149044","OP380511_0A_Rev_10620","99_60932","95_53004","90_48672","85_44790","80_41454"
"149045","OP380511_0A_Rev_22913","99_60933","95_53005","90_48673","85_44791","80_41455"
"149046","OP380511_0A_Rev_31391","99_60934","95_53006","90_48674","85_44792","80_41456"
"149047","OP380511_0A_Fwd_33123","99_60935","95_53007","90_48675","85_44793","80_41457"
"149048","OP380600_0A_Rev_11678","99_60936","95_53008","90_48676","85_44794","80_41458"
"149049","OP380603_0A_Rev_121624","99_60936","95_53008","90_48676","85_44794","80_41458"
"149050","OP380594_0A_Rev_16361","99_60936","95_53008","90_48676","85_44794","80_41458"
"149051","OP380600_0A_Fwd_132170","99_60937","95_53009","90_48677","85_44795","80_41459"
"149052","OP380594_0A_Fwd_137454","99_60937","95_53009","90_48677","85_44795","80_41459"
"149053","OP380603_0A_Fwd_72749","99_60937","95_53009","90_48677","85_44795","80_41459"
"149054","OP380594_0A_Fwd_134081","99_60938","95_53010","90_48678","85_44796","80_41460"
"149055","OP380600_0A_Fwd_128797","99_60938","95_53010","90_48678","85_44796","80_41460"
"149056","OP380600_0A_Fwd_68662","99_60939","95_53011","90_48679","85_44797","80_41461"
"149057","OP380594_0A_Fwd_72985","99_60939","95_53011","90_48679","85_44797","80_41461"
"149058","OP380603_0A_Fwd_8185","99_60939","95_53011","90_48679","85_44797","80_41461"
"149059","OP380594_0A_Rev_153219","99_60941","95_53013","90_48681","85_44798","80_41462"
"149060","OP380603_0A_Rev_88514","99_60941","95_53013","90_48681","85_44798","80_41462"
"149061","OP380600_0A_Rev_147935","99_60941","95_53013","90_48681","85_44798","80_41462"
"149062","OP380600_0A_Fwd_117723","99_61046","95_53014","90_48682","85_44799","80_41463"
"149063","OP380594_0A_Fwd_123007","99_60942","95_53014","90_48682","85_44799","80_41463"
"149064","OP380603_0A_Fwd_58303","99_60942","95_53014","90_48682","85_44799","80_41463"
"149065","AF064539_0A_Rev_1202","99_454","95_450","90_450","85_448","80_447"
"149066","KY290955_0A_Rev_149810","99_5023","95_4751","90_4633","85_4480","80_4385"
"149067","GU459069_0A_Rev_149839","99_5023","95_4751","90_4633","85_4480","80_4385"
"149068","OP380600_0A_Rev_127745","99_60943","95_53015","90_48683","85_44800","80_41464"
"149069","OP380594_0A_Rev_133029","99_60943","95_53015","90_48683","85_44800","80_41464"
"149070","OP380603_0A_Rev_68324","99_61082","95_53015","90_48683","85_44800","80_41464"
"149071","OP380594_0A_Fwd_150561","99_60944","95_53016","90_48684","85_44801","80_41465"
"149072","OP380600_0A_Fwd_145277","99_60944","95_53016","90_48684","85_44801","80_41465"
"149073","OP380603_0A_Fwd_85856","99_60944","95_53016","90_48684","85_44801","80_41465"
"149074","OP380594_0A_Fwd_136028","99_60945","95_53017","90_48685","85_44802","80_41466"
"149075","OP380603_0A_Fwd_71323","99_60945","95_53017","90_48685","85_44802","80_41466"
"149076","OP380600_0A_Fwd_130744","99_60945","95_53017","90_48685","85_44802","80_41466"
"149077","OP380594_0A_Fwd_150339","99_60946","95_53018","90_48686","85_44803","80_41467"
"149078","OP380603_0A_Fwd_85634","99_60946","95_53018","90_48686","85_44803","80_41467"
"149079","OP380600_0A_Fwd_145055","99_60946","95_53018","90_48686","85_44803","80_41467"
"149080","OP380594_0A_Fwd_116661","99_60947","95_53019","90_48687","85_44804","80_41468"
"149081","OP380594_0A_Rev_119909","99_60948","95_53020","90_48688","85_44805","80_41469"
"149082","OP380600_0A_Rev_114664","99_60948","95_53020","90_48688","85_44805","80_41469"
"149083","OP380603_0A_Rev_55205","99_60948","95_53020","90_48688","85_44805","80_41469"
"149084","OP380600_0A_Rev_165456","99_60949","95_53021","90_48689","85_44806","80_41470"
"149085","OP380603_0A_Rev_106048","99_60949","95_53021","90_48689","85_44806","80_41470"
"149086","OP380594_0A_Rev_766","99_60949","95_53021","90_48689","85_44806","80_41470"
"149087","OP380594_0A_Fwd_70505","99_60950","95_53022","90_48690","85_44807","80_41471"
"149088","OP380605_0A_Fwd_43126","99_61122","95_53173","90_48831","85_44807","80_41471"
"149089","OP380603_0A_Fwd_5705","99_60950","95_53022","90_48690","85_44807","80_41471"
"149090","OP380600_0A_Fwd_66182","99_60950","95_53022","90_48690","85_44807","80_41471"
"149091","OP380603_0A_Rev_140345","99_60951","95_53023","90_48691","85_44808","80_41472"
"149092","OP380594_0A_Rev_34405","99_60951","95_53023","90_48691","85_44808","80_41472"
"149093","OP380600_0A_Rev_30082","99_60951","95_53023","90_48691","85_44808","80_41472"
"149094","OP380594_0A_Fwd_87284","99_60952","95_53024","90_48692","85_44809","80_41473"
"149095","OP380600_0A_Fwd_82961","99_60952","95_53024","90_48692","85_44809","80_41473"
"149096","OP380603_0A_Fwd_23248","99_60952","95_53024","90_48692","85_44809","80_41473"
"149097","MW272540_0A_Rev_53882","99_30822","95_27522","90_25699","85_4481","80_4386"
"149098","KY290955_0A_Rev_184141","99_5031","95_4759","90_4641","85_4481","80_4386"
"149099","MW272540_0A_Rev_27831","99_46768","95_4759","90_4641","85_4481","80_4386"
"149100","GU459069_0A_Rev_154846","99_5024","95_4752","90_4634","85_4481","80_4386"
"149101","MH791414_0A_Rev_35658","99_30822","95_27522","90_25699","85_4481","80_4386"
"149102","KY290955_0A_Rev_154818","99_5024","95_4752","90_4634","85_4481","80_4386"
"149103","GU459069_0A_Rev_184177","99_5031","95_4759","90_4641","85_4481","80_4386"
"149104","OP380600_0A_Rev_115073","99_60953","95_53025","90_48693","85_44810","80_41474"
"149105","OP380603_0A_Rev_55614","99_60953","95_53025","90_48693","85_44810","80_41474"
"149106","OP380594_0A_Rev_120318","99_60953","95_53025","90_48693","85_44810","80_41474"
"149107","OP380600_0A_Rev_41082","99_61044","95_53102","90_48763","85_44811","80_41475"
"149108","OP380603_0A_Rev_151345","99_61044","95_53102","90_48763","85_44811","80_41475"
"149109","OP380594_0A_Rev_45405","99_60954","95_53026","90_48694","85_44811","80_41475"
"149110","OP380600_0A_Fwd_46198","99_60955","95_53027","90_48695","85_44812","80_41476"
"149111","OP380603_0A_Fwd_156461","99_60955","95_53027","90_48695","85_44812","80_41476"
"149112","OP380594_0A_Fwd_50524","99_60955","95_53027","90_48695","85_44812","80_41476"
"149113","OP380600_0A_Rev_143261","99_60956","95_53028","90_48696","85_44813","80_41477"
"149114","OP380594_0A_Rev_148545","99_60956","95_53028","90_48696","85_44813","80_41477"
"149115","OP380603_0A_Rev_83840","99_60956","95_53028","90_48696","85_44813","80_41477"
"149116","OP380603_0A_Fwd_170002","99_61081","95_53029","90_48697","85_44814","80_41478"
"149117","OP380594_0A_Fwd_64064","99_60957","95_53029","90_48697","85_44814","80_41478"
"149118","OP380600_0A_Fwd_59740","99_60957","95_53029","90_48697","85_44814","80_41478"
"149119","OP380603_0A_Rev_107222","99_60958","95_53030","90_48698","85_44815","80_41479"
"149120","OP380594_0A_Rev_1940","99_60958","95_53030","90_48698","85_44815","80_41479"
"149121","OP380600_0A_Rev_166630","99_60958","95_53030","90_48698","85_44815","80_41479"
"149122","OP380600_0A_Rev_84907","99_60959","95_53031","90_48699","85_44816","80_41480"
"149123","OP380603_0A_Rev_25194","99_60959","95_53031","90_48699","85_44816","80_41480"
"149124","OP380594_0A_Rev_89230","99_60959","95_53031","90_48699","85_44816","80_41480"
"149125","OP380594_0A_Fwd_115959","99_60960","95_53032","90_48700","85_44817","80_41481"
"149126","OP380600_0A_Fwd_57105","99_60961","95_53033","90_48701","85_44818","80_4997"
"149127","OP380594_0A_Fwd_61429","99_60961","95_53033","90_48701","85_44818","80_4997"
"149128","OP380603_0A_Fwd_167367","99_60961","95_53033","90_48701","85_44818","80_4997"
"149129","OP380594_0A_Rev_166914","99_60962","95_53034","90_48702","85_44819","80_41482"
"149130","OP380600_0A_Rev_161616","99_60962","95_53034","90_48702","85_44819","80_41482"
"149131","OP380603_0A_Rev_102208","99_60962","95_53034","90_48702","85_44819","80_41482"
"149132","KY290955_0A_Rev_7366","99_5025","95_4753","90_4635","85_4482","80_4387"
"149133","GU459069_0A_Rev_7367","99_5025","95_4753","90_4635","85_4482","80_4387"
"149134","OP380600_0A_Rev_99745","99_61043","95_53035","90_48703","85_44820","80_41483"
"149135","OP380594_0A_Rev_104837","99_60963","95_53035","90_48703","85_44820","80_41483"
"149136","OP380603_0A_Rev_40263","99_61043","95_53035","90_48703","85_44820","80_41483"
"149137","OP380605_0A_Rev_78643","99_61043","95_53035","90_48703","85_44820","80_41483"
"149138","OP380600_0A_Rev_132391","99_60964","95_53036","90_48704","85_44821","80_41484"
"149139","OP380603_0A_Rev_72970","99_60964","95_53036","90_48704","85_44821","80_41484"
"149140","OP380594_0A_Rev_137675","99_60964","95_53036","90_48704","85_44821","80_41484"
"149141","OP380594_0A_Fwd_69090","99_60965","95_53037","90_48705","85_44822","80_41485"
"149142","OP380600_0A_Fwd_64767","99_60965","95_53037","90_48705","85_44822","80_41485"
"149143","OP380603_0A_Fwd_4290","99_60965","95_53037","90_48705","85_44822","80_41485"
"149144","OP380603_0A_Fwd_44061","99_60967","95_53039","90_48707","85_44823","80_41486"
"149145","OP380600_0A_Fwd_103543","99_60967","95_53039","90_48707","85_44823","80_41486"
"149146","OP380594_0A_Fwd_108634","99_60967","95_53039","90_48707","85_44823","80_41486"
"149147","OP380603_0A_Fwd_168719","99_60968","95_53040","90_48708","85_44824","80_41487"
"149148","OP380594_0A_Fwd_62781","99_60968","95_53040","90_48708","85_44824","80_41487"
"149149","OP380600_0A_Fwd_58457","99_60968","95_53040","90_48708","85_44824","80_41487"
"149150","OP380600_0A_Rev_148240","99_60969","95_53041","90_48709","85_44825","80_41488"
"149151","OP380603_0A_Rev_88819","99_60969","95_53041","90_48709","85_44825","80_41488"
"149152","OP380594_0A_Rev_153524","99_60969","95_53041","90_48709","85_44825","80_41488"
"149153","OP380603_0A_Rev_81905","99_60970","95_53042","90_48710","85_44826","80_41489"
"149154","OP380600_0A_Rev_141326","99_60970","95_53042","90_48710","85_44826","80_41489"
"149155","OP380594_0A_Rev_146610","99_60970","95_53042","90_48710","85_44826","80_41489"
"149156","OP380594_0A_Fwd_39647","99_60971","95_53043","90_48711","85_44827","80_41490"
"149157","OP380603_0A_Fwd_145587","99_60971","95_53043","90_48711","85_44827","80_41490"
"149158","OP380600_0A_Fwd_35324","99_60971","95_53043","90_48711","85_44827","80_41490"
"149159","OP380594_0A_Fwd_40020","99_60972","95_53044","90_48712","85_44828","80_41491"
"149160","OP380603_0A_Fwd_145960","99_60972","95_53044","90_48712","85_44828","80_41491"
"149161","OP380600_0A_Fwd_35697","99_60972","95_53044","90_48712","85_44828","80_41491"
"149162","OP380594_0A_Rev_120697","99_60973","95_53045","90_48713","85_44829","80_41492"
"149163","OP380603_0A_Rev_55993","99_60973","95_53045","90_48713","85_44829","80_41492"
"149164","OP380600_0A_Rev_115452","99_60973","95_53045","90_48713","85_44829","80_41492"
"149165","GU459069_0A_Rev_107192","99_5026","95_4754","90_4636","85_4483","80_4388"
"149166","KY290955_0A_Rev_107175","99_5026","95_4754","90_4636","85_4483","80_4388"
"149167","OP380594_0A_Rev_154498","99_60974","95_53046","90_48714","85_44830","80_41493"
"149168","OP380600_0A_Rev_149214","99_60974","95_53046","90_48714","85_44830","80_41493"
"149169","OP380603_0A_Rev_89793","99_60974","95_53046","90_48714","85_44830","80_41493"
"149170","OP380595_0A_Rev_156518","99_60976","95_53047","90_48715","85_44831","80_41494"
"149171","OP380596_0A_Rev_15659","99_60984","95_53050","90_48717","85_44832","80_41495"
"149172","OP380596_0A_Fwd_2393","99_60988","95_53054","90_48718","85_44833","80_9315"
"149173","OP380596_0A_Rev_103201","99_60993","95_53057","90_48721","85_44834","80_41496"
"149174","OP380598_0A_Fwd_74905","99_60997","95_53060","90_48723","85_44835","80_41497"
"149175","OP380597_0A_Fwd_149883","99_60997","95_53060","90_48723","85_44835","80_41497"
"149176","OP380599_0A_Fwd_42640","99_60997","95_53060","90_48723","85_44835","80_41497"
"149177","OP380597_0A_Fwd_137172","99_60998","95_53061","90_48724","85_44836","80_41498"
"149178","OP380599_0A_Fwd_29968","99_61034","95_53061","90_48724","85_44836","80_41498"
"149179","OP380598_0A_Fwd_62233","99_61034","95_53061","90_48724","85_44836","80_41498"
"149180","OP380597_0A_Rev_27249","99_60999","95_53062","90_48725","85_44837","80_41499"
"149181","OP380599_0A_Rev_89051","99_60999","95_53062","90_48725","85_44837","80_41499"
"149182","OP380598_0A_Rev_121316","99_60999","95_53062","90_48725","85_44837","80_41499"
"149183","OP380599_0A_Fwd_177852","99_61000","95_53063","90_48726","85_44838","80_41500"
"149184","OP380599_0A_Fwd_8499","99_61000","95_53063","90_48726","85_44838","80_41500"
"149185","OP380598_0A_Fwd_40764","99_61000","95_53063","90_48726","85_44838","80_41500"
"149186","OP380597_0A_Fwd_115704","99_61000","95_53063","90_48726","85_44838","80_41500"
"149187","OP380597_0A_Fwd_83873","99_61001","95_53064","90_48727","85_44839","80_41501"
"149188","OP380599_0A_Fwd_146035","99_61001","95_53064","90_48727","85_44839","80_41501"
"149189","OP380598_0A_Fwd_8947","99_61001","95_53064","90_48727","85_44839","80_41501"
"149190","KY290955_0A_Rev_43376","99_5027","95_4755","90_4637","85_4484","80_4389"
"149191","GU459069_0A_Rev_43375","99_5027","95_4755","90_4637","85_4484","80_4389"
"149192","OP380599_0A_Rev_25543","99_61002","95_53065","90_48728","85_44840","80_41502"
"149193","OP380598_0A_Rev_57808","99_61002","95_53065","90_48728","85_44840","80_41502"
"149194","OP380597_0A_Rev_132748","99_61002","95_53065","90_48728","85_44840","80_41502"
"149195","OP380599_0A_Fwd_42261","99_61003","95_53066","90_48729","85_44841","80_41503"
"149196","OP380597_0A_Fwd_149504","99_61003","95_53066","90_48729","85_44841","80_41503"
"149197","OP380598_0A_Fwd_74526","99_61003","95_53066","90_48729","85_44841","80_41503"
"149198","OP380602_0A_Fwd_11025","99_61036","95_53067","90_48730","85_44842","80_41504"
"149199","OP380597_0A_Fwd_165364","99_61004","95_53067","90_48730","85_44842","80_41504"
"149200","OP380599_0A_Fwd_57968","99_61036","95_53067","90_48730","85_44842","80_41504"
"149201","OP380598_0A_Fwd_90233","99_61036","95_53067","90_48730","85_44842","80_41504"
"149202","OP380606_0A_Fwd_72111","99_61036","95_53067","90_48730","85_44842","80_41504"
"149203","OP380597_0A_Fwd_98274","99_61005","95_53068","90_48731","85_44843","80_41505"
"149204","OP380598_0A_Fwd_23348","99_61005","95_53068","90_48731","85_44843","80_41505"
"149205","OP380599_0A_Fwd_160436","99_61005","95_53068","90_48731","85_44843","80_41505"
"149206","OP380597_0A_Fwd_116678","99_61006","95_53069","90_48732","85_44844","80_41506"
"149207","OP380599_0A_Fwd_178826","99_61006","95_53069","90_48732","85_44844","80_41506"
"149208","OP380598_0A_Fwd_41738","99_61006","95_53069","90_48732","85_44844","80_41506"
"149209","OP380599_0A_Fwd_95456","99_61008","95_53071","90_48734","85_44844","80_41506"
"149210","OP380598_0A_Fwd_127721","99_61008","95_53071","90_48734","85_44844","80_41506"
"149211","OP380597_0A_Fwd_33656","99_61008","95_53071","90_48734","85_44844","80_41506"
"149212","OP380599_0A_Fwd_9473","99_61006","95_53069","90_48732","85_44844","80_41506"
"149213","OP380597_0A_Fwd_103288","99_61007","95_53070","90_48733","85_44845","80_41507"
"149214","OP380598_0A_Fwd_28362","99_61007","95_53070","90_48733","85_44845","80_41507"
"149215","OP380599_0A_Fwd_165450","99_61007","95_53070","90_48733","85_44845","80_41507"
"149216","OP380599_0A_Fwd_185740","99_61009","95_53072","90_48735","85_44846","80_41508"
"149217","OP380598_0A_Fwd_48652","99_61009","95_53072","90_48735","85_44846","80_41508"
"149218","OP380599_0A_Fwd_16387","99_61009","95_53072","90_48735","85_44846","80_41508"
"149219","OP380597_0A_Fwd_123592","99_61009","95_53072","90_48735","85_44846","80_41508"
"149220","OP380597_0A_Fwd_132527","99_61010","95_53073","90_48736","85_44847","80_41509"
"149221","OP380598_0A_Fwd_57587","99_61010","95_53073","90_48736","85_44847","80_41509"
"149222","OP380599_0A_Fwd_25322","99_61010","95_53073","90_48736","85_44847","80_41509"
"149223","OP380598_0A_Fwd_148896","99_61012","95_53074","90_48737","85_44848","80_41510"
"149224","OP380599_0A_Fwd_116631","99_61012","95_53074","90_48737","85_44848","80_41510"
"149225","OP380597_0A_Fwd_54826","99_61012","95_53074","90_48737","85_44848","80_41510"
"149226","OP380599_0A_Rev_74752","99_61013","95_53075","90_48738","85_44849","80_41511"
"149227","OP380597_0A_Rev_12598","99_61013","95_53075","90_48738","85_44849","80_41511"
"149228","OP380598_0A_Rev_107017","99_61013","95_53075","90_48738","85_44849","80_41511"
"149229","GU459069_0A_Fwd_44362","99_5028","95_4756","90_4638","85_4485","80_4390"
"149230","KY290955_0A_Fwd_44363","99_5028","95_4756","90_4638","85_4485","80_4390"
"149231","OP380597_0A_Rev_134174","99_61014","95_53076","90_48739","85_44850","80_41512"
"149232","OP380599_0A_Rev_26969","99_61014","95_53076","90_48739","85_44850","80_41512"
"149233","OP380598_0A_Rev_59234","99_61014","95_53076","90_48739","85_44850","80_41512"
"149234","OP380599_0A_Fwd_14452","99_61015","95_53077","90_48740","85_44851","80_41513"
"149235","OP380598_0A_Fwd_46717","99_61015","95_53077","90_48740","85_44851","80_41513"
"149236","OP380599_0A_Fwd_183805","99_61015","95_53077","90_48740","85_44851","80_41513"
"149237","OP380597_0A_Fwd_121657","99_61015","95_53077","90_48740","85_44851","80_41513"
"149238","OP380599_0A_Fwd_161610","99_61016","95_53078","90_48741","85_44852","80_41514"
"149239","OP380597_0A_Fwd_99448","99_61016","95_53078","90_48741","85_44852","80_41514"
