contig_id	contig_length	n_genes	votu	genus_cluster	family_cluster	genomad_taxonomy	predicted_host	genomad_chromosome_score	genomad_plasmid_score	genomad_virus_score	genomad_n_uscg	genomad_n_plasmid_hallmarks	genomad_n_virus_hallmarks	genomad_marker_enrichment_c	genomad_marker_enrichment_p	genomad_marker_enrichment_v	checkv_quality	checkv_completeness	checkv_completeness_method	checkv_aai	checkv_aai_shared_fraction
3300037280.a:Ga0397554_0000763	5041	3	vOTU_036061	gc_016676	fc_000285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.008	0.0139	0.9781	0	0	1	-3.8684	-3.5067	2.9176	Low-quality	13.05	AAI-based (medium-confidence)	33.6	66.41
3300037280.a:Ga0397554_0000764	5040	8	vOTU_036058	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0105	0.9831	0	0	1	-12.4355	-11.8337	11.8337	Low-quality	8.41	AAI-based (high-confidence)	82.78	78.6
3300037301.a:Ga0397548_0000077	39812	53	vOTU_000164	gc_001183	fc_000453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.012	0.0247	0.9632	0	0	6	-40.4145	-41.659	36.0823	Medium-quality	89.94	AAI-based (high-confidence)	100.0	98.8
3300037301.a:Ga0397548_0000085	38197	30	vOTU_035322	gc_001878	fc_001229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0171	0.0257	0.9572	0	0	0	-14.66	-13.2652	12.9579	Low-quality	21.82	HMM-based (lower-bound)	25.3	6.97
3300037301.a:Ga0397548_0000086	38100	59	vOTU_035321	gc_016703	fc_001517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0083	0.0167	0.975	0	0	4	-29.1071	-28.4761	24.1951	Low-quality	47.99	HMM-based (lower-bound)	46.1	20.34
3300037301.a:Ga0397548_0000145	28600	41	vOTU_035323	gc_004018	fc_000599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0204	0.971	0	0	3	-13.7572	-11.0473	10.6534	Low-quality	42.84	HMM-based (lower-bound)	24.98	9.69
3300037301.a:Ga0397548_0000303	20236	38	vOTU_035335	gc_001186	fc_000002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0151	0.977	0	0	0	-14.6544	-11.1294	9.6509	Low-quality	38.86	AAI-based (medium-confidence)	51.36	40.81
3300037301.a:Ga0397548_0004680	5834	10	vOTU_035324	gc_003753	fc_001019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0141	0.9782	0	0	1	-16.4105	-12.2778	11.8661	Low-quality	12.89	AAI-based (medium-confidence)	44.4	59.6
3300037316.a:Ga0395909_000135	126820	233	vOTU_035288	gc_001894	fc_000076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0173	0.9749	0	0	5	-132.8042	-116.2473	104.2396	High-quality	100.0	AAI-based (high-confidence)	62.91	48.35
3300037316.a:Ga0395909_000393	66558	95	vOTU_035301	gc_000449	fc_000008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.008	0.0203	0.9716	1	0	5	-70.6653	-68.6146	58.231	High-quality	100.0	AAI-based (medium-confidence)	48.14	52.07
3300037316.a:Ga0395909_000476	57979	67	vOTU_035350	gc_016713	fc_000079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0119	0.981	0	0	3	-41.0298	-30.821	29.7402	Medium-quality	74.26	AAI-based (medium-confidence)	42.73	26.35
3300037316.a:Ga0395909_000497	55991	94	vOTU_035289	gc_000632	fc_000290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0152	0.034	0.9508	0	0	0	-20.9016	-26.3311	16.688	Low-quality	13.24	AAI-based (medium-confidence)	48.13	33.14
3300037316.a:Ga0395909_000632	47517	76	vOTU_035297	gc_016720	fc_000070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0221	0.0316	0.9463	0	0	5	-43.6974	-38.6624	31.9826	Complete	100.0	DTR (high-confidence)	59.64	19.08
3300037316.a:Ga0395909_000649	46503	47	vOTU_035337	gc_000632	fc_000290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0156	0.0254	0.959	0	0	6	-21.2878	-20.6659	16.815	Low-quality	10.85	AAI-based (medium-confidence)	47.98	49.27
3300037316.a:Ga0395909_000667	45525	122	vOTU_035351	gc_016714	fc_005875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0107	0.0264	0.9629	0	0	0	-12.0461	-9.2296	9.1264	Low-quality	25.33	HMM-based (lower-bound)	43.0	1.62
3300037316.a:Ga0395909_000668	45170	56	vOTU_035293	gc_001454	fc_000624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0126	0.0216	0.9658	0	0	5	-58.0383	-51.5247	36.1784	Low-quality	23.43	AAI-based (medium-confidence)	44.97	24.01
3300037316.a:Ga0395909_000718	42829	60	vOTU_035303	gc_000469	fc_000133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0131	0.9799	0	0	1	-55.7664	-48.0097	44.6389	Complete	100.0	DTR (high-confidence)	66.97	66.33
3300037316.a:Ga0395909_000719	42812	56	vOTU_035338	gc_016705	fc_000896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0129	0.9799	0	0	7	-50.249	-45.862	42.0119	High-quality	98.41	AAI-based (medium-confidence)	50.15	45.21
3300037316.a:Ga0395909_000737	41950	58	vOTU_035328	gc_016715	fc_000179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0176	0.9749	0	0	2	-33.3333	-30.0597	28.7199	Complete	100.0	DTR (high-confidence)	62.75	65.16
3300037316.a:Ga0395909_000780	40660	63	vOTU_001038	gc_001454	fc_000624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0095	0.0233	0.9673	0	0	4	-34.734	-34.1437	24.2641	Low-quality	20.57	AAI-based (medium-confidence)	51.71	17.62
3300037316.a:Ga0395909_000823	39004	100	vOTU_001038	gc_001454	fc_000624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0124	0.0445	0.9431	0	0	1	-37.943	-23.7082	19.4391	Low-quality	45.89	HMM-based (lower-bound)	36.62	11.92
3300037316.a:Ga0395909_000922	35799	17	vOTU_035302	gc_000239	fc_000183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0113	0.9815	0	0	2	-18.8634	-19.5228	18.0743	Low-quality	8.37	AAI-based (medium-confidence)	40.91	92.94
3300037316.a:Ga0395909_000924	35780	40	vOTU_035339	gc_016706	fc_005871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0146	0.9756	0	0	3	-25.2291	-24.7838	20.882	Medium-quality	73.47	AAI-based (medium-confidence)	39.79	26.97
3300037316.a:Ga0395909_001002	33302	34	vOTU_035342	gc_016707	fc_000045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0121	0.0281	0.9598	0	0	1	-27.2256	-23.1967	21.0507	Medium-quality	74.97	AAI-based (medium-confidence)	37.61	35.56
3300037316.a:Ga0395909_001173	29185	49	vOTU_035341	gc_001454	fc_000624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0088	0.0225	0.9687	0	0	3	-33.7305	-23.5583	21.1835	Low-quality	13.14	AAI-based (medium-confidence)	31.06	28.68
3300037316.a:Ga0395909_001486	24160	36	vOTU_035343	gc_016708	fc_005872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0203	0.0346	0.9451	0	0	1	-8.1478	-6.2735	5.9849	Low-quality	14.37	HMM-based (lower-bound)	37.35	9.66
3300037316.a:Ga0395909_001599	22487	27	vOTU_001930	gc_000663	fc_000014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0123	0.9806	0	0	3	-24.2636	-19.4118	17.3901	Low-quality	21.43	AAI-based (medium-confidence)	46.69	50.7
3300037316.a:Ga0395909_001722	21191	31	vOTU_035336	gc_016704	fc_000068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015	0.0138	0.0233	0.9629	0	0	2	-21.7984	-21.0158	18.7405	Medium-quality	56.78	AAI-based (medium-confidence)	50.74	32.76
3300037316.a:Ga0395909_001761	20804	44	vOTU_035344	gc_016709	fc_005873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0083	0.0135	0.9781	0	0	0	-17.0473	-15.0322	14.116	Low-quality	21.45	HMM-based (lower-bound)	57.6	3.0
3300037316.a:Ga0395909_001848	19791	25	vOTU_035287	gc_006306	fc_000206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0118	0.9811	0	0	1	-15.2737	-13.066	12.8712	Low-quality	20.63	AAI-based (medium-confidence)	36.7	35.97
3300037316.a:Ga0395909_001879	19653	25	vOTU_000280	gc_000988	fc_000839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0089	0.0193	0.9718	0	0	1	-16.9909	-15.3815	13.7404	Low-quality	12.55	HMM-based (lower-bound)	40.4	9.42
3300037316.a:Ga0395909_002074	18008	25	vOTU_035318	gc_016716	fc_000290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0236	0.0248	0.9515	1	0	0	-18.7228	-22.8265	16.6334	Low-quality	4.21	AAI-based (medium-confidence)	49.12	62.24
3300037316.a:Ga0395909_002212	17191	22	vOTU_035345	gc_016710	fc_000425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0136	0.9791	0	0	3	-14.5944	-10.6969	10.4341	Low-quality	31.73	AAI-based (medium-confidence)	49.43	35.72
3300037316.a:Ga0395909_002310	16592	24	vOTU_035290	gc_016725	fc_001663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0126	0.9803	0	0	1	-18.1221	-14.0757	13.6538	Low-quality	21.63	HMM-based (lower-bound)	33.4	17.01
3300037316.a:Ga0395909_002350	16366	36	vOTU_035317	gc_016717	fc_005876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0231	0.9687	0	0	1	-29.6143	-21.7441	19.0086	Low-quality	42.78	AAI-based (medium-confidence)	40.09	29.34
3300037316.a:Ga0395909_002406	16044	39	vOTU_000280	gc_000988	fc_000839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0087	0.0206	0.9707	0	0	2	-11.4555	-10.3062	9.2042	Low-quality	24.58	HMM-based (lower-bound)	48.5	10.4
3300037316.a:Ga0395909_002455	15761	19	vOTU_035349	gc_002912	fc_000836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.022	0.0274	0.9506	0	0	2	-5.6023	-5.0792	4.776	Low-quality	18.03	HMM-based (lower-bound)	26.1	24.75
3300037316.a:Ga0395909_002586	15009	9	vOTU_035296	gc_016721	fc_005877	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Drexlerviridae		0.0409	0.0235	0.9356	0	0	0	-11.1892	-13.7894	11.1892	Low-quality	21.09	HMM-based (lower-bound)		
3300037316.a:Ga0395909_002676	14547	20	vOTU_035286	gc_016726	fc_000094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0235	0.0264	0.9501	0	0	0	-13.1487	-16.0339	10.1144	Low-quality	3.54	AAI-based (high-confidence)	62.2	45.9
3300037316.a:Ga0395909_002708	14393	11	vOTU_035346	gc_007050	fc_000387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0112	0.9819	0	0	2	-17.7238	-18.9845	14.2529	Low-quality	8.7	AAI-based (medium-confidence)	32.59	42.73
3300037316.a:Ga0395909_002902	13579	14	vOTU_001136	gc_002460	fc_000006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0135	0.9783	0	0	1	-13.9979	-14.0948	13.1921	Low-quality	9.35	HMM-based (lower-bound)	52.41	21.74
3300037316.a:Ga0395909_003607	11353	22	vOTU_005227	gc_006936	fc_001502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0149	0.0287	0.9564	0	0	1	-3.3152	-3.7189	3.3152	Low-quality	11.4	HMM-based (lower-bound)	37.81	35.37
3300037316.a:Ga0395909_003882	10680	18	vOTU_035285	gc_016723	fc_005878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0102	0.0195	0.9703	0	0	0	-12.5449	-12.1245	11.2387	Low-quality	6.79	HMM-based (lower-bound)	35.65	31.16
3300037316.a:Ga0395909_003993	10451	16	vOTU_035299	gc_016718	fc_000068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0162	0.0201	0.9637	0	0	2	-13.5109	-11.371	10.5967	Low-quality	25.16	AAI-based (high-confidence)	58.9	34.26
3300037316.a:Ga0395909_004522	9454	15	vOTU_001136	gc_002460	fc_000064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0105	0.0168	0.9727	0	0	3	-24.5657	-16.7016	14.1741	Low-quality	15.12	AAI-based (medium-confidence)	45.91	31.92
3300037316.a:Ga0395909_004861	8970	11	vOTU_004242	gc_005106	fc_000624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0116	0.9816	0	0	1	-14.6457	-10.6836	10.2441	Low-quality	4.67	AAI-based (medium-confidence)	41.69	46.48
3300037316.a:Ga0395909_005020	8769	10	vOTU_035347	gc_016711	fc_000068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0115	0.9816	0	0	3	-9.0017	-8.6229	8.1028	Low-quality	4.66	HMM-based (lower-bound)	32.64	36.59
3300037316.a:Ga0395909_005386	8341	9	vOTU_035298	gc_016719	fc_000362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0095	0.0183	0.9722	0	0	1	-6.361	-4.5292	4.4833	Low-quality	7.06	HMM-based (lower-bound)	34.3	25.55
3300037316.a:Ga0395909_005785	7924	10	vOTU_035291	gc_016724	fc_000002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0152	0.9764	0	0	3	-10.2758	-10.893	9.8359	Low-quality	18.77	AAI-based (medium-confidence)	38.47	43.51
3300037316.a:Ga0395909_007679	6519	10	vOTU_035295	gc_000249	fc_000045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0117	0.9812	0	0	2	-10.4445	-10.9199	9.6042	Low-quality	15.19	AAI-based (high-confidence)	56.17	66.86
3300037316.a:Ga0395909_007954	6363	8	vOTU_035294	gc_016722	fc_000068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0112	0.0193	0.9695	0	0	1	-3.7921	-3.4525	3.0797	Low-quality	15.49	AAI-based (medium-confidence)	47.89	49.42
3300037316.a:Ga0395909_008373	6150	7	vOTU_035340	gc_000765	fc_000031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0161	0.9763	0	0	1	-6.7857	-7.0944	6.7857	Low-quality	14.95	AAI-based (medium-confidence)	39.87	67.28
3300037316.a:Ga0395909_008692	6006	6	vOTU_002318	gc_000273	fc_000014			0.0116	0.0182	0.9702	0	0	1	-3.4204	-3.4795	3.4204	Low-quality	6.33	AAI-based (high-confidence)	57.99	71.72
3300037316.a:Ga0395909_008846	5925	10	vOTU_004235	gc_005109	fc_000387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0065	0.0109	0.9825	0	0	2	-14.0034	-11.0312	10.784	Low-quality	2.84	AAI-based (medium-confidence)	42.57	52.81
3300037316.a:Ga0395909_008872	5913	13	vOTU_035300	gc_016727	fc_000754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0156	0.977	0	0	1	-13.0827	-8.5023	8.4027	Low-quality	6.94	HMM-based (lower-bound)	34.8	18.26
3300037316.a:Ga0395909_011184	5089	17	vOTU_035292	gc_002906	fc_000815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0114	0.9818	0	0	2	-15.7968	-13.1083	12.1701	Low-quality	2.76	HMM-based (lower-bound)	45.14	18.33
3300037316.a:Ga0395909_011427	5023	9	vOTU_035348	gc_016712	fc_005874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.009	0.0137	0.9772	0	0	1	-4.8048	-5.8604	4.8048	Low-quality	5.7	HMM-based (lower-bound)	33.2	15.36
3300037334.a:Ga0310750_0000036	41803	47	vOTU_001724	gc_000534	fc_000104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0197	0.9721	0	0	4	-26.3013	-23.5185	21.7528	Medium-quality	89.74	AAI-based (medium-confidence)	43.33	39.18
3300037334.a:Ga0310750_0000140	26152	34	vOTU_000101	gc_000926	fc_000676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0143	0.025	0.9607	0	0	0	-10.221	-10.5334	10.221	Low-quality	45.85	AAI-based (medium-confidence)	27.94	22.63
3300037334.a:Ga0310750_0000221	21976	35	vOTU_000153	gc_000984	fc_000588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0144	0.9777	0	0	4	-15.8208	-15.7431	14.9964	Low-quality	26.84	HMM-based (lower-bound)	33.33	22.05
3300037334.a:Ga0310750_0000343	18465	16	vOTU_000201	gc_002095	fc_000273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0167	0.0313	0.952	0	0	0	-12.6455	-9.303	8.3879	Low-quality	23.06	AAI-based (medium-confidence)	49.64	52.62
3300037334.a:Ga0310750_0000345	18427	26	vOTU_000581	gc_000537	fc_000273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0137	0.0352	0.9511	0	0	3	-6.6278	-7.8364	5.7687	Low-quality	23.01	AAI-based (medium-confidence)	50.02	62.76
3300037334.a:Ga0310750_0000394	17482	22	vOTU_000486	gc_001479	fc_000588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0178	0.974	0	0	0	-17.6056	-14.3851	13.7166	Low-quality	36.57	AAI-based (medium-confidence)	30.01	28.35
3300037334.a:Ga0310750_0000973	11119	14	vOTU_035305	gc_001407	fc_000005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0185	0.9734	0	0	7	-27.0877	-17.7224	16.1223	Low-quality	19.14	AAI-based (medium-confidence)	41.69	60.05
3300037334.a:Ga0310750_0001697	8193	12	vOTU_035304	gc_016728	fc_005879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0133	0.9796	0	0	7	-17.9798	-11.7094	10.099	Low-quality	12.57	HMM-based (lower-bound)	40.05	16.63
3300037334.a:Ga0310750_0001855	7774	11	vOTU_004176	gc_002545	fc_000022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0116	0.9817	0	0	2	-13.1093	-11.5459	11.3201	Low-quality	12.74	AAI-based (medium-confidence)	45.88	45.18
3300037334.a:Ga0310750_0001897	7676	12	vOTU_004075	gc_000572	fc_000038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0131	0.9786	0	0	1	-11.4293	-9.9114	9.514	Low-quality	17.03	AAI-based (medium-confidence)	54.19	70.46
3300037334.a:Ga0310750_0002600	6335	7	vOTU_004168	gc_002480	fc_000123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0323	0.0452	0.9225	0	0	1	-3.1341	-4.1013	3.1341	Low-quality	12.37	AAI-based (medium-confidence)	35.3	58.25
3300037335.a:Ga0310751_0000373	42411	45	vOTU_000065	gc_000170	fc_000148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0101	0.0177	0.9722	0	0	5	-27.721	-28.991	23.9588	High-quality	90.66	AAI-based (medium-confidence)	52.93	53.51
3300037335.a:Ga0310751_0001030	24237	33	vOTU_000638	gc_000640	fc_000643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0297	0.0413	0.929	0	0	0	-16.645	-14.8628	14.7825	Low-quality	36.84	HMM-based (lower-bound)	48.09	16.36
3300037335.a:Ga0310751_0002199	16244	14	vOTU_004177	gc_007068	fc_001199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0117	0.0168	0.9716	0	0	0	-6.8445	-6.949	6.8445	Low-quality	25.42	AAI-based (high-confidence)	26.04	39.21
3300037335.a:Ga0310751_0002408	15357	23	vOTU_001691	gc_002987	fc_000643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0159	0.0358	0.9483	0	0	1	-14.1037	-10.6506	10.2327	Low-quality	27.36	AAI-based (medium-confidence)	41.54	43.7
3300037335.a:Ga0310751_0003973	11506	17	vOTU_035306	gc_007001	fc_001688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0209	0.0619	0.9171	0	0	2	-8.0774	-6.2337	6.2183	Low-quality	23.5	AAI-based (medium-confidence)	49.52	31.3
3300037335.a:Ga0310751_0004872	10191	10	vOTU_035307	gc_003006	fc_000457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0383	0.9515	0	0	2	-6.0397	-4.5879	4.5879	Low-quality	14.51	HMM-based (lower-bound)	50.71	18.87
3300037340.a:Ga0310755_0000144	70219	107	vOTU_004002	gc_002907	fc_000022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A	0.0083	0.0168	0.9749	0	0	5	-90.0612	-74.6376	69.6785	High-quality	100.0	AAI-based (high-confidence)	53.74	23.38
3300037340.a:Ga0310755_0000252	51934	76	vOTU_035352	gc_000081	fc_000226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0303	0.0812	0.8885	0	0	8	-32.6647	-29.5089	25.3901	Medium-quality	63.24	HMM-based (lower-bound)	42.23	14.87
3300037340.a:Ga0310755_0000377	40192	60	vOTU_000469	gc_001588	fc_000249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0089	0.0311	0.96	0	0	6	-54.4897	-44.7962	36.8743	High-quality	96.09	AAI-based (high-confidence)	66.66	64.37
3300037340.a:Ga0310755_0000475	35710	59	vOTU_002843	gc_004363	fc_000489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0105	0.0194	0.9701	0	0	1	-31.3709	-26.6094	23.6242	Low-quality	32.05	AAI-based (high-confidence)	58.55	62.69
3300037340.a:Ga0310755_0000484	34844	38	vOTU_035390	gc_016738	fc_000045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0184	0.9738	0	0	6	-38.6466	-34.2033	29.4314	Medium-quality	83.29	AAI-based (high-confidence)	57.72	69.91
3300037340.a:Ga0310755_0000541	32748	43	vOTU_035319	gc_002757	fc_001185	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter	0.0124	0.0286	0.9591	0	0	3	-27.3219	-26.8348	22.3445	Low-quality	44.49	HMM-based (lower-bound)	62.0	12.48
3300037340.a:Ga0310755_0000631	29477	35	vOTU_000258	gc_000978	fc_000043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0129	0.9796	0	0	1	-27.4745	-23.8642	19.5044	Low-quality	26.58	AAI-based (medium-confidence)	46.75	42.39
3300037340.a:Ga0310755_0001057	21343	20	vOTU_035312	gc_002984	fc_000014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0128	0.0165	0.9708	0	0	0	-11.5815	-10.0202	8.9128	Low-quality	19.8	AAI-based (medium-confidence)	56.94	57.2
3300037340.a:Ga0310755_0001236	19415	31	vOTU_035389	gc_000249	fc_000045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0239	0.9679	0	0	4	-17.2416	-18.3682	15.8241	Low-quality	43.35	AAI-based (medium-confidence)	53.25	38.68
3300037340.a:Ga0310755_0001318	18606	24	vOTU_000821	gc_000127	fc_000043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0125	0.9802	0	0	1	-22.611	-17.5894	14.333	Low-quality	16.8	AAI-based (high-confidence)	60.22	52.51
3300037340.a:Ga0310755_0001423	17763	40	vOTU_000258	gc_000978	fc_000043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0163	0.9752	0	0	0	-6.8749	-7.776	5.8275	Low-quality	17.22	AAI-based (medium-confidence)	46.13	27.82
3300037340.a:Ga0310755_0001542	17031	23	vOTU_000280	gc_000988	fc_000839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0113	0.0265	0.9621	0	0	1	-15.5102	-13.1852	12.2597	Low-quality	9.37	HMM-based (lower-bound)	40.4	10.96
3300037340.a:Ga0310755_0001674	16188	30	vOTU_035310	gc_002983	fc_000489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0145	0.9777	0	0	0	-13.0313	-8.1805	7.988	Low-quality	23.34	HMM-based (lower-bound)	49.4	8.99
3300037340.a:Ga0310755_0002748	11890	17	vOTU_035315	gc_000663	fc_000014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0142	0.9776	0	0	3	-14.0379	-14.739	11.0492	Low-quality	11.11	AAI-based (high-confidence)	58.83	59.72
3300037340.a:Ga0310755_0002755	11872	24	vOTU_035316	gc_016731	fc_000043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0092	0.0171	0.9737	0	0	0	-10.1719	-8.1124	7.3509	Low-quality	5.41	HMM-based (lower-bound)	40.53	15.21
3300037340.a:Ga0310755_0003188	10888	17	vOTU_035400	gc_001222	fc_000014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0097	0.0168	0.9735	0	0	0	-8.1975	-6.3088	5.9212	Low-quality	29.58	AAI-based (medium-confidence)	63.8	21.64
