Contig,Study,Viral_Taxonomy,Nucleic_Acid_Type,GTDB_Host,Eukaryotic_or_Prokaryotic_Virus,Length,Circular_Status,Prophage,Prophage_Boundaries,VirSorter_Category,VirFinder_Score,VirFinder_pvalue,Total_Contig_Proteins,CAT_data,No_BUSCO_Hits,BUSCO_Ratio,No_VPF_Hits
Broecker_Sample_ID29-1191-0_NODE_1524_length_8276_cov_8.926043,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8276,NA,No,NA,1,8.17E-01,2.57E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:60.5|186802_Clostridiales:60.5|unclassified|unclassified|unclassified,0,0,40
Rampelli_Norman_18_NODE_609_length_24011_cov_6.358198,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,24011,NA,No,NA,1,2.49E-01,1.91E-01,29,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,63
Rampelli_Norman_19_NODE_1224_length_17121_cov_5.876480,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,17121,NA,No,NA,1,1.56E-01,2.63E-01,22,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:90.0|186802_Clostridiales:90.0|541000_Ruminococcaceae:90.0|unclassified|unclassified,0,0,45
Rampelli_Norman_19_NODE_1245_length_16870_cov_4.747428,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__CAG-508,Bacteriophage,16870,NA,No,NA,2,8.54E-01,2.07E-02,24,Bacteria:100.0|1239_Firmicutes:88.9|186801_Clostridia:83.7|186802_Clostridiales:83.7|31979_Clostridiaceae:68.1|1485_Clostridium:68.1|1896989_Clostridium sp. CAG:354_28_25:57.7,0,0,67
Rampelli_Norman_19_NODE_1472_length_14353_cov_4.735138,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,14353,NA,No,NA,1,8.01E-01,2.87E-02,5,Bacteria:100.0|1239_Firmicutes:68.6|186801_Clostridia:54.1|186802_Clostridiales:54.1|unclassified|unclassified|unclassified,0,0,28
Rampelli_Norman_19_NODE_148_length_84678_cov_39.591825,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,84678,NA,No,NA,3,7.20E-01,4.22E-02,82,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:99.7|186802_Clostridiales:99.7|541000_Ruminococcaceae:74.6|1263_Ruminococcus:74.6|unclassified,0,0,43
Rampelli_Norman_19_NODE_1726_length_12164_cov_6.966471,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,12164,NA,No,NA,3,1.00E+00,0.00E+00,17,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,4
Rampelli_Norman_19_NODE_2213_length_9460_cov_9.157150,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9460,NA,No,NA,3,4.52E-01,1.03E-01,14,Bacteria:70.1|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,2
Rampelli_Norman_19_NODE_2335_length_8959_cov_4.317049,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8959,NA,No,NA,1,3.20E-01,1.54E-01,16,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:88.7|186802_Clostridiales:88.7|541000_Ruminococcaceae:51.9|216851_Faecalibacterium:51.9|853_Faecalibacterium prausnitzii:51.9,0,0,15
Rampelli_Norman_19_NODE_2665_length_7807_cov_4.760191,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,7807,NA,No,NA,2,9.62E-01,5.94E-03,7,Bacteria:100.0|976_Bacteroidetes:70.8|1853228_Chitinophagia:70.8|1853229_Chitinophagales:70.8|563835_Chitinophagaceae:70.8|79328_Chitinophaga:70.8|unclassified,0,0,10
Rampelli_Norman_19_NODE_274_length_58467_cov_33.342053,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,58467,NA,No,NA,2,8.86E-01,1.52E-02,81,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|31979_Clostridiaceae:99.8|580596_Butyricicoccus:99.8|501571_Butyricicoccus pullicaecorum:99.8,1,0.012345679,148
Rampelli_Norman_19_NODE_3084_length_6751_cov_6.358274,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6751,NA,No,NA,1,1.02E-01,3.31E-01,8,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|541000_Ruminococcaceae:87.6|unclassified|unclassified,0,0,23
Rampelli_Norman_19_NODE_3789_length_5518_cov_3.924034,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,5518,NA,No,NA,2,7.52E-01,3.66E-02,5,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,2
Rampelli_Norman_19_NODE_526_length_38315_cov_22.434919,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,38315,NA,No,NA,1,7.67E-01,3.36E-02,51,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:96.4|186802_Clostridiales:96.4|unclassified|unclassified|unclassified,0,0,98
Rampelli_Norman_19_NODE_566_length_35608_cov_6.764942,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,35608,NA,No,NA,3,8.08E-01,2.73E-02,33,Bacteria:100.0|1239_Firmicutes:99.2|186801_Clostridia:99.2|186802_Clostridiales:99.2|186803_Lachnospiraceae:74.1|unclassified|unclassified,0,0,30
Rampelli_Norman_19_NODE_683_length_30367_cov_6.306446,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,30367,NA,No,NA,1,6.54E-01,5.46E-02,43,Bacteria:100.0|1239_Firmicutes:99.4|186801_Clostridia:98.9|186802_Clostridiales:98.9|541000_Ruminococcaceae:55.2|1508657_Ruminiclostridium:52.5|39492_[Eubacterium] siraeum:52.5,0,0,95
Rampelli_Norman_19_NODE_750_length_27349_cov_9.410750,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,27349,NA,No,NA,1,5.52E-01,7.64E-02,37,Bacteria:100.0|1239_Firmicutes:85.6|186801_Clostridia:65.4|186802_Clostridiales:65.4|unclassified|unclassified|unclassified,0,0,69
Rampelli_Norman_20_NODE_1054_length_17951_cov_5.929537,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,17951,NA,No,NA,3,6.89E-01,4.79E-02,19,Bacteria:100.0|1239_Firmicutes:74.6|186801_Clostridia:74.6|186802_Clostridiales:74.6|unclassified|unclassified|unclassified,0,0,8
Rampelli_Norman_20_NODE_1311_length_15072_cov_4.031364,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,15072,NA,No,NA,2,3.75E-01,1.29E-01,18,Bacteria:72.2|1239_Firmicutes:65.1|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,10
Rampelli_Norman_20_NODE_1995_length_10418_cov_3.730097,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,10418,NA,No,NA,2,3.63E-02,5.10E-01,8,Bacteria:67.2|1239_Firmicutes:54.7|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,0
Rampelli_Norman_20_NODE_2137_length_9806_cov_3.231669,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,9806,NA,No,NA,3,1.35E-02,6.79E-01,12,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,6
Rampelli_Norman_20_NODE_2139_length_9792_cov_5.156619,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9792,NA,No,NA,3,8.54E-01,2.07E-02,19,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|541000_Ruminococcaceae:94.0|216851_Faecalibacterium:94.0|853_Faecalibacterium prausnitzii:94.0,0,0,17
Rampelli_Norman_20_NODE_2256_length_9417_cov_9.659688,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9417,NA,No,NA,3,8.22E-01,2.51E-02,15,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:85.6|816_Bacteroides:85.6|unclassified,0,0,15
Rampelli_Norman_20_NODE_24_length_170617_cov_22.623908,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,170617,NA,No,NA,2,9.01E-01,1.31E-02,270,Bacteria:99.7|1239_Firmicutes:99.7|186801_Clostridia:97.4|186802_Clostridiales:97.4|541000_Ruminococcaceae:78.9|1263_Ruminococcus:78.9|1897019_Ruminococcus sp. 37_24:78.4,2,0.007407407,183
Rampelli_Norman_20_NODE_2490_length_8501_cov_14.413569,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Tannerellaceae,Bacteriophage,8501,NA,No,NA,2,8.03E-01,2.84E-02,16,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:95.9|171549_Bacteroidales:95.9|2005525_Tannerellaceae:51.7|375288_Parabacteroides:51.7|unclassified,0,0,25
Rampelli_Norman_20_NODE_2847_length_7451_cov_5.031774,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7451,NA,No,NA,2,6.88E-01,4.79E-02,11,Bacteria:100.0|1239_Firmicutes:95.6|186801_Clostridia:95.6|186802_Clostridiales:95.6|unclassified|unclassified|unclassified,0,0,0
Rampelli_Norman_20_NODE_3383_length_6245_cov_2.912439,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6245,NA,No,NA,NA,7.87E-01,3.07E-02,10,Bacteria:70.0|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,4
Rampelli_Norman_20_NODE_3406_length_6210_cov_6.638018,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6210,NA,No,NA,2,8.68E-01,1.83E-02,8,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:87.2|186802_Clostridiales:87.2|unclassified|unclassified|unclassified,0,0,1
Rampelli_Norman_20_NODE_3608_length_5864_cov_3.414529,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5864,NA,No,NA,1,1.46E-01,2.73E-01,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:90.9|186802_Clostridiales:90.9|unclassified|unclassified|unclassified,0,0,16
Rampelli_Norman_20_NODE_3952_length_5342_cov_6.730282,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,5342,NA,No,NA,3,7.80E-01,3.20E-02,11,Bacteria:94.1|976_Bacteroidetes:94.1|200643_Bacteroidia:94.1|171549_Bacteroidales:94.1|815_Bacteroidaceae:89.3|816_Bacteroides:89.3|unclassified,0,0,4
Rampelli_Norman_20_NODE_405_length_36911_cov_8.570436,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,36911,NA,No,NA,1,7.59E-01,3.52E-02,55,Bacteria:95.6|1239_Firmicutes:93.2|186801_Clostridia:80.5|186802_Clostridiales:80.5|unclassified|unclassified|unclassified,0,0,73
Rampelli_Norman_20_NODE_4283_length_4979_cov_11.078798,Rampelli_2017,Microviridae,ssDNA,Bacteria;p__Firmicutes_C;f__Acidaminococcaceae,Bacteriophage,4979,Circular,No,NA,1,8.83E-01,1.59E-02,8,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|10841_Microviridae:100.0|unclassified|unclassified,0,0,7
Rampelli_Norman_20_NODE_486_length_32076_cov_14.263608,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,32076,NA,No,NA,1,1.64E-01,2.57E-01,45,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|541000_Ruminococcaceae:86.9|216851_Faecalibacterium:86.9|853_Faecalibacterium prausnitzii:81.7,0,0,51
Rampelli_Norman_21_NODE_1189_length_16163_cov_6.138627,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,16163,NA,No,NA,3,6.91E-01,4.75E-02,34,Bacteria:100.0|1239_Firmicutes:100.0|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,13
Rampelli_Norman_21_NODE_1342_length_14172_cov_9.886449,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,14172,NA,No,NA,1,3.94E-01,1.22E-01,21,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:87.5|186802_Clostridiales:87.5|186803_Lachnospiraceae:60.7|unclassified|unclassified,0,0,36
Rampelli_Norman_21_NODE_1388_length_13667_cov_9.602336,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,13667,NA,No,NA,2,7.02E-01,4.55E-02,29,Bacteria:97.8|976_Bacteroidetes:97.8|200643_Bacteroidia:97.8|171549_Bacteroidales:97.8|815_Bacteroidaceae:90.6|816_Bacteroides:90.6|unclassified,0,0,26
Rampelli_Norman_21_NODE_1751_length_10835_cov_11.465213,Rampelli_2017,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,10835,NA,No,NA,1,2.01E-02,6.15E-01,14,Bacteria:100.0|1239_Firmicutes:97.5|186801_Clostridia:78.1|186802_Clostridiales:78.1|unclassified|unclassified|unclassified,0,0,36
Rampelli_Norman_21_NODE_2281_length_8464_cov_11.662861,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,8464,NA,No,NA,1,1.98E-02,6.17E-01,10,Bacteria:100.0|1239_Firmicutes:60.6|186801_Clostridia:55.2|186802_Clostridiales:55.2|unclassified|unclassified|unclassified,0,0,19
Rampelli_Norman_21_NODE_2303_length_8425_cov_40.839307,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,8425,NA,No,NA,2,5.56E-02,4.35E-01,12,Bacteria:72.0|1239_Firmicutes:63.3|186801_Clostridia:60.7|186802_Clostridiales:60.7|unclassified|unclassified|unclassified,0,0,3
Rampelli_Norman_21_NODE_2776_length_7143_cov_5.947376,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Verrucomicrobiota;f__Akkermansiaceae,Bacteriophage,7143,NA,No,NA,1,6.18E-01,6.31E-02,11,Bacteria:100.0|74201_Verrucomicrobia:92.0|203494_Verrucomicrobiae:92.0|48461_Verrucomicrobiales:92.0|1647988_Akkermansiaceae:92.0|239934_Akkermansia:92.0|unclassified,1,0.090909091,3
Rampelli_Norman_21_NODE_3243_length_6291_cov_4.224824,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6291,NA,No,NA,1,5.98E-01,6.67E-02,8,Bacteria:56.9|1239_Firmicutes:56.9|909932_Negativicutes:56.9|1843488_Acidaminococcales:56.9|909930_Acidaminococcaceae:56.9|33024_Phascolarctobacterium:56.9|1262914_Phascolarctobacterium sp. CAG:207:56.9,0,0,5
Rampelli_Norman_21_NODE_3550_length_5821_cov_5.290323,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5821,NA,No,NA,3,8.11E-01,2.68E-02,12,Bacteria:100.0|1239_Firmicutes:54.2|186801_Clostridia:54.2|186802_Clostridiales:54.2|unclassified|unclassified|unclassified,0,0,7
Rampelli_Norman_21_NODE_3672_length_5651_cov_3.114189,Rampelli_2017,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,5651,NA,No,NA,1,5.14E-02,4.48E-01,11,Bacteria:76.6|1239_Firmicutes:76.6|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,26
Rampelli_Norman_21_NODE_3733_length_5577_cov_4.880116,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5577,NA,No,NA,2,1.82E-01,2.38E-01,7,Bacteria:77.1|1239_Firmicutes:77.1|186801_Clostridia:67.1|186802_Clostridiales:67.1|unclassified|unclassified|unclassified,0,0,9
Rampelli_Norman_21_NODE_4172_length_5099_cov_3.005948,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes;f__Erysipelotrichaceae,Bacteriophage,5099,NA,No,NA,2,7.70E-01,3.30E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:87.9|186802_Clostridiales:87.9|186806_Eubacteriaceae:87.9|1730_Eubacterium:87.9|457402_Eubacterium sp. 3_1_31:87.9,0,0,8
Rampelli_Norman_21_NODE_470_length_38836_cov_3.753152,Rampelli_2017,Podoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,38836,NA,No,NA,2,9.22E-01,1.09E-02,54,Bacteria:94.1|204428_Chlamydiae:64.0|204429_Chlamydiia:64.0|51291_Chlamydiales:64.0|809_Chlamydiaceae:64.0|810_Chlamydia:64.0|813_Chlamydia trachomatis:64.0,0,0,73
Rampelli_Norman_22_NODE_1314_length_13060_cov_5.870665,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,13060,NA,No,NA,1,3.51E-01,1.38E-01,17,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:78.9|186802_Clostridiales:78.9|unclassified|unclassified|unclassified,0,0,37
Rampelli_Norman_22_NODE_1813_length_10001_cov_3.913734,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,10001,NA,No,NA,1,1.97E-01,2.27E-01,8,Bacteria:100.0|1224_Proteobacteria:100.0|28221_Deltaproteobacteria:83.7|213115_Desulfovibrionales:83.7|194924_Desulfovibrionaceae:83.7|unclassified|unclassified,0,0,23
Rampelli_Norman_22_NODE_244_length_48536_cov_10.929457,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,48536,NA,No,NA,2,8.09E-01,2.70E-02,72,Bacteria:88.3|1239_Firmicutes:87.2|186801_Clostridia:83.1|186802_Clostridiales:83.1|unclassified|unclassified|unclassified,0,0,67
Rampelli_Norman_22_NODE_2541_length_7442_cov_10.686205,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Anaerotignaceae,Bacteriophage,7442,NA,No,NA,2,8.29E-01,2.45E-02,10,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:75.2|186802_Clostridiales:75.2|unclassified|unclassified|unclassified,0,0,8
Rampelli_Norman_22_NODE_2556_length_7402_cov_5.139785,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,7402,NA,No,NA,2,6.91E-01,4.75E-02,11,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:85.3|186802_Clostridiales:80.1|unclassified|unclassified|unclassified,0,0,5
Rampelli_Norman_22_NODE_260_length_47024_cov_21.283442,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,47024,NA,No,NA,3,7.34E-01,3.93E-02,51,Bacteria:100.0|976_Bacteroidetes:91.8|200643_Bacteroidia:91.8|171549_Bacteroidales:91.8|unclassified|unclassified|unclassified,2,0.039215686,11
Rampelli_Norman_22_NODE_2657_length_7173_cov_2.840826,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7173,NA,No,NA,2,9.72E-01,4.73E-03,15,Bacteria:89.1|1239_Firmicutes:74.2|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,8
Rampelli_Norman_22_NODE_3854_length_5275_cov_4.581992,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,5275,NA,No,NA,2,9.39E-01,8.73E-03,10,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|NA:50.4|946234_Flavonifractor:50.4|unclassified,0,0,3
Rampelli_Norman_22_NODE_4110_length_5021_cov_2.913411,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5021,NA,No,NA,1,9.47E-01,7.28E-03,7,Bacteria:81.0|1239_Firmicutes:69.5|186801_Clostridia:69.5|186802_Clostridiales:69.5|unclassified|unclassified|unclassified,0,0,15
Rampelli_Norman_22_NODE_492_length_30090_cov_6.164908,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__CAG-508,Bacteriophage,30090,NA,No,NA,2,6.86E-01,4.83E-02,33,Bacteria:95.4|1239_Firmicutes:84.2|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,56
Rampelli_Norman_22_NODE_8892_length_2805_cov_576.164000,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Verrucomicrobiota;f__UBA1096,Bacteriophage,2805,Circular,No,NA,2,1.97E-01,3.85E-01,3,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,2
Rampelli_Norman_22_NODE_994_length_16783_cov_7.642814,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,16783,NA,No,NA,1,5.07E-01,8.57E-02,19,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:85.6|186802_Clostridiales:85.6|541000_Ruminococcaceae:85.6|1263_Ruminococcus:81.9|165186_uncultured Ruminococcus sp.:73.0,0,0,95
Rampelli_Norman_23_NODE_1105_length_13771_cov_7.313065,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,13771,NA,No,NA,3,3.47E-02,5.18E-01,12,Bacteria:78.3|1239_Firmicutes:57.6|186801_Clostridia:57.6|186802_Clostridiales:57.6|unclassified|unclassified|unclassified,0,0,0
Rampelli_Norman_23_NODE_1145_length_13440_cov_5.283078,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,13440,NA,No,NA,1,9.69E-02,3.41E-01,20,Bacteria:96.1|1239_Firmicutes:93.8|186801_Clostridia:87.4|186802_Clostridiales:87.4|541000_Ruminococcaceae:55.7|216851_Faecalibacterium:55.7|853_Faecalibacterium prausnitzii:55.7,0,0,21
Rampelli_Norman_23_NODE_140_length_78122_cov_58.950004,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,Bacteriophage,78122,NA,No,NA,3,8.22E-01,2.51E-02,87,Bacteria:99.9|1239_Firmicutes:98.7|186801_Clostridia:98.2|186802_Clostridiales:97.9|186804_Peptostreptococcaceae:51.6|1870884_Clostridioides:51.6|1496_Clostridioides difficile:51.6,0,0,37
Rampelli_Norman_23_NODE_167_length_66829_cov_13.195046,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,66829,NA,No,NA,2,8.67E-01,1.88E-02,90,Bacteria:100.0|1239_Firmicutes:99.6|186801_Clostridia:97.8|186802_Clostridiales:89.4|unclassified|unclassified|unclassified,2,0.022222222,91
Rampelli_Norman_23_NODE_1944_length_8565_cov_13.313043,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8565,NA,No,NA,2,9.61E-01,6.18E-03,13,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:97.1|186802_Clostridiales:97.1|541000_Ruminococcaceae:82.3|1263_Ruminococcus:82.3|40519_Ruminococcus callidus:68.5,0,0,9
Rampelli_Norman_23_NODE_208_length_57586_cov_11.710643,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,57586,NA,No,NA,1,6.30E-01,5.97E-02,106,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:77.0|186802_Clostridiales:77.0|unclassified|unclassified|unclassified,0,0,121
Rampelli_Norman_23_NODE_2352_length_7247_cov_25.598860,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7247,NA,No,NA,3,7.55E-01,3.61E-02,22,Bacteria:81.8|1239_Firmicutes:81.8|186801_Clostridia:73.4|186802_Clostridiales:73.4|31979_Clostridiaceae:60.0|1485_Clostridium:60.0|unclassified,0,0,15
Rampelli_Norman_23_NODE_2819_length_6156_cov_5.215538,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6156,NA,No,NA,1,7.95E-01,2.90E-02,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:72.1|186802_Clostridiales:72.1|unclassified|NA:52.9|unclassified,0,0,9
Rampelli_Norman_23_NODE_2942_length_5926_cov_4.461761,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5926,NA,No,NA,2,8.22E-01,2.51E-02,7,Bacteria:100.0|1239_Firmicutes:72.0|186801_Clostridia:72.0|186802_Clostridiales:72.0|unclassified|unclassified|unclassified,0,0,1
Rampelli_Norman_23_NODE_3343_length_5318_cov_6.265248,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5318,NA,No,NA,2,8.62E-01,1.94E-02,12,Bacteria:100.0|1239_Firmicutes:75.8|186801_Clostridia:67.4|186802_Clostridiales:67.4|541000_Ruminococcaceae:67.4|unclassified|unclassified,0,0,4
Rampelli_Norman_23_NODE_336_length_38337_cov_5.966695,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,38337,NA,No,NA,2,8.80E-01,1.63E-02,62,Bacteria:89.7|1239_Firmicutes:84.4|186801_Clostridia:63.1|186802_Clostridiales:63.1|unclassified|unclassified|unclassified,0,0,85
Rampelli_Norman_23_NODE_3494_length_5126_cov_7.682508,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,5126,NA,No,NA,NA,8.97E-01,1.37E-02,5,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,2
