"","Accession","Host","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","X","gtdb_f","f_spor","newgtdb_Domain","hostspec_phage_spor","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","sequence_id","predicted_label","p_temperate","p_virulent","host_phage_spor","sporulation","lifestyle","host_phyla","newgtdb_Phylum2","cluster","ref"
"20310","PQ362679","Arthrobacter","Arthrobacter phage CabbageMan","Arthrobacter phage CabbageMan Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",15612,FALSE,"67.262","DNA","28-OCT-2024",24,"100","0","94.5426594926979",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",272,"virulent","0.07972450909696621","0.9202754909030338","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20311","PQ362680","Arthrobacter","Arthrobacter phage Phrank15","Arthrobacter phage Phrank15 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",53315,FALSE,"62.226","DNA","28-OCT-2024",97,"89.6907216494845","10.3092783505155","92.4111413298321",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",271,"temperate","0.8412181853843226","0.1587818146156774","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20312","PQ362681","Microbacterium","Microbacterium phage StirfryIV","Microbacterium phage StirfryIV Viruses",41519,FALSE,"63.443","DNA","28-OCT-2024",61,"44.2622950819672","55.7377049180328","89.0893325947157",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",270,"temperate","0.7055256995890374","0.2944743004109626","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20313","PQ362682","Arthrobacter","Arthrobacter phage Anekin","Arthrobacter phage Anekin Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",53469,FALSE,"62.470","DNA","28-OCT-2024",95,"89.4736842105263","10.5263157894737","92.7902148908714",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",269,"temperate","0.8083022645253058","0.19169773547469407","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20314","PQ362683","Mycobacterium","Mycobacterium phage Totinger","Mycobacterium phage Totinger Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",57450,FALSE,"61.462","DNA","28-OCT-2024",100,"94","6","93.822454308094",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",268,"temperate","0.9825907286854808","0.017409271314519265","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20315","PQ362684","Gordonia","Gordonia phage Apeppi","Gordonia phage Apeppi Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",67237,FALSE,"58.822","DNA","28-OCT-2024",92,"98.9130434782609","1.08695652173913","93.9705816737808",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74070,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",267,"virulent","0.4196802042910413","0.5803197957089588","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20316","PQ362685","Arthrobacter","Arthrobacter phage Pointis","Arthrobacter phage Pointis Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",68891,FALSE,"65.734","DNA","28-OCT-2024",118,"38.9830508474576","61.0169491525424","92.8205425962753",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",266,"virulent","0.3773680774989389","0.622631922501061","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20317","PQ362686","Arthrobacter","Arthrobacter phage Ranunculus","Arthrobacter phage Ranunculus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",69550,FALSE,"65.771","DNA","28-OCT-2024",109,"40.3669724770642","59.6330275229358","92.2559309849029",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",265,"virulent","0.34355209113887336","0.6564479088611266","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20318","PQ362687","Gordonia","Gordonia phage MoiGyank","Gordonia phage MoiGyank Viruses",67820,FALSE,"58.326","DNA","28-OCT-2024",91,"100","0","92.5390740194633",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",74070,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",264,"virulent","0.3421650272528505","0.6578349727471494","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20319","PQ362688","Mycobacterium","Mycobacterium phage Zabiza","Mycobacterium phage Zabiza Viruses",56117,FALSE,"66.684","DNA","28-OCT-2024",88,"100","0","92.1200349270275",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",263,"temperate","0.9991927910414671","0.0008072089585328168","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20320","PQ362703","Escherichia","Escherichia phage vB_EcoP_PW8","Escherichia phage vB_EcoP_PW8 Gamaleyavirus Enquatrovirinae Schitoviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",69357,FALSE,"42.802","DNA","21-DEC-2024",80,"77.5","22.5","90.0644491543752",NA,2,"Gamaleyavirus","Gamaleyavirus","Enquatrovirinae","Schitoviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli (avian pathogenic)",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",31764,"virulent","0.02122798440248395","0.978772015597516","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20321","PQ368759","Halomonas","Halomonas phage vB_HboP_4908","Halomonas phage vB_HboP_4908 Viruses",38630,FALSE,"54.432","DNA","13-OCT-2024",47,"72.3404255319149","27.6595744680851","90.0077659849858",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Vreelandella boliviensis (basionym: Halomonas boliviensis)",52054,"Halomonadaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",334,"temperate","0.9337447131708065","0.06625528682919335","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"20322","PQ374047","Salmonella","Salmonella phage vB_SeTS_UALMA_PCST1","Salmonella phage vB_SeTS_UALMA_PCST1 Tlsvirus Tempevirinae Drexlerviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",49562,FALSE,"42.734","DNA","10-DEC-2024",81,"77.7777777777778","22.2222222222222","87.2644364634196",NA,0,"Tlsvirus","Tlsvirus","Tempevirinae","Drexlerviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Salmonella enterica subsp. enterica serovar Typhimurium ATCC 13311",40870,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32027,"virulent","0.1798434832358032","0.8201565167641969","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20323","PQ374146","Acinetobacter","Acinetobacter phage TPWB-05","Acinetobacter phage TPWB-05 Viruses",38771,FALSE,"41.477","DNA","12-DEC-2024",52,"28.8461538461538","71.1538461538462","92.9457584276908",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Acinetobacter sp.",72386,"Moraxellaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",32018,"temperate","0.7157594403213998","0.2842405596786001","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"20324","PQ374180","Klebsiella","Klebsiella phage Hope","Klebsiella phage Hope Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43304,FALSE,"50.702","DNA","13-OCT-2024",51,"100","0","91.5573619065213",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Klebsiella sp.",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",338,"virulent","0.03633204694769295","0.963667953052307","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20325","PQ384582","Escherichia","Escherichia phage EcoPhCCP1","Escherichia phage EcoPhCCP1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44482,FALSE,"50.713","DNA","09-OCT-2024",76,"36.8421052631579","63.1578947368421","91.8236590081381",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",350,"virulent","0.0662066491996867","0.9337933508003133","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20326","PQ389505","Enterococcus","Enterococcus phage vB_EfKM29","Enterococcus phage vB_EfKM29 Vipetofemvirus Andrewesvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",86777,FALSE,"30.365","DNA","16-OCT-2024",131,"80.1526717557252","19.8473282442748","91.8618988902589",NA,1,"Vipetofemvirus","Vipetofemvirus","Andrewesvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Enterococcus faecium",41473,"Enterococcaceae","FALSE","Bacteria","Bacillota_Temp_NonSpor","Bacillota","Bacilli","Lactobacillales",321,"temperate","0.5779274124974686","0.4220725875025314","Bacillota_Temp_NonSpor","NonSpor","Temp","Bacillota","Bacillota_NonSpor","0_600","ref_seq"
"20327","PQ390715","Escherichia","Escherichia phage SHEFM2K","Escherichia phage SHEFM2K Viruses",348006,TRUE,"34.062","DNA","20-DEC-2024",589,"7.13073005093379","92.8692699490662","92.1498479911266",NA,6,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Escherichia coli EcM2K (ST446)",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",31781,"virulent","0.051123501063150376","0.9488764989368496","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20328","PQ394119","Klebsiella","Klebsiella phage Henu2_3","Klebsiella phage Henu2_3 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42878,FALSE,"53.972","DNA","10-DEC-2024",51,"100","0","92.2221185689631",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Klebsiella pneumoniae ATCC 700603",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32029,"virulent","0.005625723096530275","0.9943742769034697","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20329","PQ397350","Pseudomonas","Pseudomonas phage PFX2","Pseudomonas phage PFX2 Bifseptvirus Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38103,FALSE,"58.415","DNA","21-OCT-2024",40,"2.5","97.5","89.8196992362806",NA,0,"Bifseptvirus","Bifseptvirus","Unclassified","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Pseudomonas fluorescens ATCC 13525",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",312,"virulent","0.19487958736925465","0.8051204126307454","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20330","PQ408900","Erwinia","Erwinia phage AnSW2-5-P-A","Erwinia phage AnSW2-5-P-A Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",18229,FALSE,"43.250","DNA","05-NOV-2024",33,"36.3636363636364","63.6363636363636","91.0746612540458",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Erwinia sp. AnSW2-5",40414,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",198,"virulent","0.26617999845342155","0.7338200015465784","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20331","PQ411323","Enterobacter","Enterobacter phage vB_VIPECLMC06","Enterobacter phage vB_VIPECLMC06 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40245,FALSE,"51.211","DNA","28-OCT-2024",49,"0","100","91.6088955149708",NA,1,"Kayfunavirus","Kayfunavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",40390,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",258,"virulent","0.012491890539643854","0.987508109460356","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20332","PQ412543","Mycobacterium","Mycobacterium phage Lilbunny","Mycobacterium phage Lilbunny Gladiatorvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",50739,FALSE,"61.495","DNA","16-DEC-2024",86,"37.2093023255814","62.7906976744186","87.5913991209917",NA,3,"Gladiatorvirus","Gladiatorvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",31941,"temperate","0.9899419809983285","0.010058019001671359","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20333","PQ412544","Streptomyces","Streptomyces phage Quantum","Streptomyces phage Quantum Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",186377,FALSE,"66.722","DNA","16-DEC-2024",320,"24.6875","75.3125","88.9852288640766",NA,11,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",110772,"Streptomycetaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Streptomycetales",31940,"temperate","0.6519480511196891","0.3480519488803108","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20334","PQ412545","Mycobacterium","Mycobacterium phage Andre","Mycobacterium phage Andre Viruses",69117,FALSE,"66.470","DNA","16-DEC-2024",100,"46","54","92.8729545553192",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",31939,"virulent","0.009010328427805282","0.9909896715721948","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20335","PQ412846","Acinetobacter","Acinetobacter phage vB_Aba_ZC3","Acinetobacter phage vB_Aba_ZC3 Obolenskvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",45489,FALSE,"37.260","DNA","10-DEC-2024",85,"88.2352941176471","11.7647058823529","93.8072940710941",NA,0,"Obolenskvirus","Obolenskvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Acinetobacter baumannii",72386,"Moraxellaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",32030,"temperate","0.6539079687878878","0.3460920312121123","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"20336","PQ412991","Pseudomonas","Pseudomonas phage UFJF_PfPro","Pseudomonas phage UFJF_PfPro Peduoviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32700,FALSE,"58.312","DNA","11-DEC-2024",42,"61.9047619047619","38.0952380952381","90.4311926605505",NA,0,"Peduoviridae","Unclassified","Unclassified","Peduoviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Pseudomonas fluorescens UFV 041",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",32024,"temperate","0.9168060956017882","0.08319390439821188","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
