Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Annotation Count Gene Total	CheckM marker set	CheckM completeness	CheckM contamination
G5	GCF_000455485.1	GCA_000455485.2	Gorillibacterium massiliense	1280390		G5					GCF_000455485.1-RS_2025_03_21	2025-03-21	5546433		189	Contig	2014-01-09	CBQR02	189	50.5							5207	Paenibacillaceae	96.05	1.4
IMG-taxon 2585428170 annotated assembly	GCF_900142145.1	GCA_900142145.1	Geosporobacter subterraneus DSM 17957	1121919		DSM 17957					GCF_900142145.1-RS_2025_12_13	2025-12-13	3858006		120	Scaffold	2016-12-03	FQZV01	119	40.5							3882	Clostridia	99.09	1.36
Syntrophomonas Zehnderi OL-4	GCF_000983115.1	GCA_000983115.1	Syntrophomonas zehnderi OL-4	690567		OL-4					GCF_000983115.1-RS_2025_04_12	2025-04-12	2944717		90	Scaffold	2015-04-24	CGIH01	53	44.5							2844	Syntrophomonadaceae	91.59	9.12
ASM436922v1	GCF_004369225.1	GCA_004369225.1	Pelotomaculum propionicicum	258475		MGP					GCF_004369225.1-RS_2025_05_13	2025-05-13	3946752		199	Contig	2019-03-25	QFFZ01	199	49							3966	Clostridiales	98.25	1.32
ASM394646v1	GCF_003946465.1	GCA_003946465.1	Lacticaseibacillus hegangensis	2486010		73-4					GCF_003946465.1-RS_2025_11_23	2025-11-23	2501322		69	Contig	2018-12-14	RHOL01	69	55.5							2487	Lactobacillaceae	98.61	0.93
Txyl_1	GCF_907165215.1	GCA_907165215.1	Thermobacillus xylanilyticus	76633		XE					GCF_907165215.1-RS_2025_04_26	2025-04-26	4109925		146	Scaffold	2021-05-15	CAJRAY01	108	61							3922	Paenibacillaceae	97.21	0.98
B157_assembly01	GCF_002003465.1	GCA_002003465.1	Caenibacillus caldisaponilyticus	1674942		B157					GCF_002003465.1-RS_2025_08_12	2025-08-12	3356119		181	Contig	2017-01-27	BDDQ01	181	52							3326	Sporolactobacillaceae	81.59	18.71
ASM216700v1	GCF_002167005.1	GCA_002167005.1	Indiicoccus explosivorum	1917864					S5-TSA-19		GCF_002167005.1-RS_2025_04_02	2025-04-02	3032503		83	Contig	2017-06-05	NHTN01	83	53.5							3164	Planococcaceae	90.9	3.56
ASM5043318v1	GCF_050433185.1	GCA_050433185.1	Desulfitispora alkaliphila	622674		DSM 22410					GCF_050433185.1-RS_2025_05_20	2025-05-20	2968584		95	Scaffold	2025-05-19	JBNPXS01	94	39							3099	Bacteria	98.28	0.86
IMG-taxon 2654587883 annotated assembly	GCF_900110685.1	GCA_900110685.1	Piscibacillus halophilus	571933		DSM 21633					GCF_900110685.1-RS_2025_08_11	2025-08-11	2992995		83	Contig	2016-10-31	FOES01	83	36.5							3205	Bacillaceae	97.12	0.75
IMG-taxon 2582581265 annotated assembly	GCF_900129075.1	GCA_900129075.1	Caldanaerobius fijiensis DSM 17918	1121256		DSM 17918					GCF_900129075.1-RS_2025_12_09	2025-12-09	2760766		96	Scaffold	2016-12-03	FQVH01	88	39							2822	Thermoanaerobacteraceae	100	1.31
ASM969565v1	GCF_009695655.1	GCA_009695655.1	Sharpea porci	2652286		CA-Schmier-601-WT-3					GCF_009695655.1-RS_2025_12_09	2025-12-09	2498985		77	Contig	2019-11-22	VUNM01	77	37							2490	Erysipelotrichales	98.74	1.38
ASM395029v1	GCF_003950295.1	GCA_003950295.1	Loigolactobacillus iwatensis	1267156		JCM 18838					GCF_003950295.1-RS_2025_11_23	2025-11-23	2622292		89	Contig	2018-12-14	RHNP01	89	40.5							2425	Lactobacillaceae	99.33	4.58
IMG-taxon 2595698240 annotated assembly	GCF_900103425.1	GCA_900103425.1	Dialister histaminiformans	209880		DSM 15230					GCF_900103425.1-RS_2025_12_10	2025-12-10	1700551		48	Scaffold	2016-10-21	FMXA01	41	46.5							1613	Dialister	93.7	6.53
ASM91881475v1	GCF_918814755.1	GCA_918814755.1	Periweissella ghanensis	467997		LMG 24286 substr. LMG 24286					GCF_918814755.1-RS_2025_07_08	2025-07-08	1988014		66	Contig	2021-11-18	CAKKNT01	66	39.5							2020	Lactobacillaceae	96.06	0.76
ASM4009599v1	GCF_040095995.1	GCA_040095995.1	Niallia hominis	3133173		CLA-SR-H024					GCF_040095995.1-RS_2025_07_07	2025-07-07	4899582		179	Contig	2024-06-07	JBBMFN01	179	35.5							4803	Bacillaceae	94.84	3.6
ASM4264974v1	GCF_042649745.1	GCA_042649745.1	Streptococcus caprae	1640501		CCUG 67170					GCF_042649745.1-RS_2025_11_20	2025-11-20	2271858		74	Scaffold	2024-10-05	JBHRZV01	53	43							2232	Streptococcus	99.73	1.41
ASM2007570v1	GCF_020075705.1	GCA_020075705.1	Metabacillus rhizolycopersici	2875709		DBTR6					GCF_020075705.1-RS_2025_08_02	2025-08-02	5920298		355	Contig	2021-09-20	JAIQUM01	355	36.5							5820	Bacillaceae	99.35	4.25
ASM379714v1	GCF_003797145.1	GCA_003797145.1	Aerococcus agrisoli	2487350		SJQ22					GCF_003797145.1-RS_2025_08_08	2025-08-08	2113287		107	Contig	2018-11-19	RKMG01	107	39							1951	Aerococcus	92.24	8.61
IMG-taxon 2654588106 annotated assembly	GCF_900129485.1	GCA_900129485.1	Ornithinibacillus halophilus	930117		IBRC-M 10683					GCF_900129485.1-RS_2025_12_09	2025-12-09	3463618		112	Scaffold	2016-12-03	FQVW01	109	36							3494	Bacillaceae	98.06	0.54
ASM2160813v1	GCF_021608135.1	GCA_021608135.1	Microaerobacter geothermalis	674972		DSM 22679					GCF_021608135.1-RS_2025_12_11	2025-12-11	3132374		85	Contig	2022-01-25	JAKIHL01	85	41.5							3195	Bacillaceae	94.03	1.45
ASM388510v1	GCF_003885105.1	GCA_003885105.1	Lactiplantibacillus garii	2306423		FI11369					GCF_003885105.1-RS_2025_11_23	2025-11-23	2972201		162	Scaffold	2018-12-06	QWZQ01	158	48.5							2903	Lactobacillaceae	99.35	0.74
ASM1886186v1	GCF_018861865.1	GCA_018861865.1	Clostridium frigoris	205327		DSM 14204					GCF_018861865.1-RS_2025_05_06	2025-05-06	4121528		155	Contig	2021-06-13	JAHLDV01	155	30.5							3972	Clostridium	98.76	1.24
B032	GCF_947381555.1	GCA_947381555.1	Limosilactobacillus pulli	2991833		BIEP23/BCEP10					GCF_947381555.1-RS_2025_12_13	2025-12-13	1924125		240	Contig	2023-04-29	CANCWQ01	240	46							1910	Lactobacillaceae	99.02	
ASM394640v1	GCF_003946405.1	GCA_003946405.1	Lacticaseibacillus yichunensis	2486015		33-1					GCF_003946405.1-RS_2025_11_23	2025-11-23	2558704		73	Contig	2018-12-14	RHOG01	73	55.5							2361	Lactobacillaceae	98	0.63
ASM175836v1	GCF_001758365.1	GCA_001758365.1	Clostridium acetireducens DSM 10703	1121290		DSM 10703					GCF_001758365.1-RS_2025_04_12	2025-04-12	2424212		85	Contig	2016-10-12	LZFO01	85	26.5							2350	Clostridium	99.07	1.86
ASM3757785v1	GCF_037577855.1	GCA_037577855.1	Dethiothermospora halolimnae	3114390		SD1					GCF_037577855.1-RS_2025_05_04	2025-05-04	4259623		135	Scaffold	2024-03-26	JBAKFX01	134	30.5							4183	Bacteria	98.28	1.72
ASM394621v1	GCF_003946215.1	GCA_003946215.1	Lapidilactobacillus mulanensis	2485999		143-6					GCF_003946215.1-RS_2025_11_23	2025-11-23	2318206		107	Contig	2018-12-14	RHOW01	107	42.5							2144	Lactobacillaceae	99.35	1.8
ASM2068748v1	GCF_020687485.1	GCA_020687485.1	Hominifimenecus microfluidus	2885348		CLA-AA-H215					GCF_020687485.1-RS_2025_12_13	2025-12-13	3985039		150	Contig	2021-10-31	JAJEQR01	150	49							3719	Lachnospiraceae	96.04	1.25
ASM897422v1	GCF_008974225.1	GCA_008974225.1	Weizmannia acidilactici	2607726		PP-18					GCF_008974225.1-RS_2025_08_26	2025-08-26	3298187		142	Contig	2019-10-01	BKZR01	142	46							3398	Bacillaceae	98.55	0.65
ASM4267904v1	GCF_042679045.1	GCA_042679045.1	Sporosarcina contaminans	633403		CCUG 53915					GCF_042679045.1-RS_2025_12_11	2025-12-11	3789378		135	Contig	2024-10-06	JBHTLT01	135	41							3814	Sporosarcina	93.88	8.37
ASM434144v1	GCF_004341445.1	GCA_004341445.1	Baia soyae	1544746		DSM 46831					GCF_004341445.1-RS_2025_04_17	2025-04-17	2921910		92	Contig	2019-03-11	SLXV01	92	42							2920	Thermoactinomycetaceae	74.73	9.95
ASM1061482v1	GCF_010614825.1	GCA_010614825.1	Neobacillus sedimentimangrovi	2699460		FJAT-2464					GCF_010614825.1-RS_2025_12_12	2025-12-12	3230933		108	Scaffold	2020-02-14	JAAFZF01	105	38							3356	Bacillaceae	99.35	0.22
ASM1464731v1	GCF_014647315.1	GCA_014647315.1	Alicyclobacillus cellulosilyticus	1003997		JCM 18487					GCF_014647315.1-RS_2025_09_02	2025-09-02	2711950		244	Scaffold	2020-09-11	BMOY01	177	63.5							2745	Alicyclobacillus	89.9	0.96
IMG-taxon 2597490369 annotated assembly	GCF_900114545.1	GCA_900114545.1	Halanaerobium salsuginis	29563		ATCC 51327					GCF_900114545.1-RS_2025_05_03	2025-05-03	2991186		101	Scaffold	2016-11-02	FOTI01	100	32.5							2900	Halanaerobium	86.61	19.94
ASM401009v1	GCF_004010095.1	GCA_004010095.1	Lacticaseibacillus hulanensis	2493111		ZW163					GCF_004010095.1-RS_2025_04_03	2025-04-03	2355647		61	Contig	2019-01-09	RRYD01	61	52.5							2188	Lactobacillaceae	92.73	1.72
ASM307317v1	GCF_003073175.1	GCA_003073175.1	Peribacillus acanthi	2171554		L28					GCF_003073175.1-RS_2025_03_28	2025-03-28	4063863		150	Scaffold	2018-04-26	QBBX01	56	37							4173	Bacillaceae	100	0.73
pear-SPAdes-1.0	GCF_000808015.1	GCA_000808015.1	Terrisporobacter othiniensis	1577792		08-306576					GCF_000808015.1-RS_2025_12_13	2025-12-13	3986874		166	Contig	2014-12-29	JWHR01	166	28.5							4012	Peptostreptococcaceae	99.34	
ASM4268617v1	GCF_042686175.1	GCA_042686175.1	Kurthia populi	1562132		KCTC 33522					GCF_042686175.1-RS_2025_11_20	2025-11-20	3887293		143	Contig	2024-10-07	JBHUOR01	143	39							4063	Planococcaceae	87.07	7.42
ASM77063v1	GCF_000770635.1	GCA_000770635.1	Pontibacillus yanchengensis Y32	1385514		Y32					GCF_000770635.1-RS_2025_03_28	2025-03-28	4281464		153	Contig	2014-11-03	AVBF01	153	38.5							4180	Pontibacillus	92.33	11.39
ASM62012v1	GCF_000620125.1	GCA_000620125.1	Clostridiisalibacter paucivorans DSM 22131	1121289		DSM 22131					GCF_000620125.1-RS_2025_05_31	2025-05-31	3250627		95	Scaffold	2014-04-08	JHVL01	85	31.5							3214	Bacteria	98.28	0.86
Weizmannia_sp_nov_DSM106041	GCF_943193165.1	GCA_943193165.1	Weizmannia agrestimuris	2941342		DSM 106041					GCF_943193165.1-RS_2025_07_22	2025-07-22	3275460		104	Contig	2022-06-10	CALPDC01	104	46.5							3168	Bacillaceae	99.35	
ASM3952248v1	GCF_039522485.1	GCA_039522485.1	Lentibacillus halophilus	295065		JCM 12149					GCF_039522485.1-RS_2024_05_10	2024-05-10	2863168		110	Scaffold	2024-02-23	BAAADM01	70	43.5							2887	Bacillaceae	98.59	0.43
ASM1464719v1	GCF_014647195.1	GCA_014647195.1	Oceanobacillus indicireducens	1004261		JCM 17251					GCF_014647195.1-RS_2024_09_02	2024-09-02	3871950		144	Scaffold	2020-09-12	BMOS01	89	40							3935	Oceanobacillus	68.26	12.69
IMG-taxon 2585428064 annotated assembly	GCF_900129805.1	GCA_900129805.1	Thermosyntropha lipolytica DSM 11003	1123382		DSM 11003					GCF_900129805.1-RS_2025_04_12	2025-04-12	2169229		96	Contig	2016-12-03	FQWY01	96	42							2246	Syntrophomonadaceae	89.95	3.4
ASM194560v1	GCF_001945605.1	GCA_001945605.1	Dubosiella newyorkensis	1862672		NYU-BL-A4					GCF_001945605.1-RS_2025_03_12	2025-03-12	2254642		148	Contig	2017-01-11	MPKA01	148	42.5							2415	Erysipelotrichaceae	95	2.51
IMG-taxon 2634166901 annotated assembly	GCF_900113675.1	GCA_900113675.1	Pisciglobus halotolerans	745365		DSM 27630					GCF_900113675.1-RS_2025_05_03	2025-05-03	2437433		101	Scaffold	2016-11-02	FOQE01	88	38.5							2307	Carnobacteriaceae	98.95	1.14
B015	GCF_947381485.1	GCA_947381485.1	Limosilactobacillus avium	2991831		BIEM52					GCF_947381485.1-RS_2025_12_13	2025-12-13	2158112		237	Contig	2023-04-29	CANCWN01	237	48.5							2130	Lactobacillaceae	99.35	0.74
IMG-taxon 2585428171 annotated assembly	GCF_900142165.1	GCA_900142165.1	Hespellia stercorisuis DSM 15480	1121950		DSM 15480					GCF_900142165.1-RS_2025_12_13	2025-12-13	4402942		166	Scaffold	2016-12-03	FQZY01	160	45.5							4200	Lachnospiraceae	97.5	0.62
ASM4009626v1	GCF_040096265.1	GCA_040096265.1	Ruthenibacterium intestinale	3133163		CLA-JM-H11					GCF_040096265.1-RS_2025_07_07	2025-07-07	3095593		117	Contig	2024-06-07	JBBMFA01	117	54.5							3151	Ruminococcaceae	99.07	0.7
ASM1834354v2	GCF_018343545.2	GCA_018343545.2	Neobacillus citreus	2833578		FJAT-50051					GCF_018343545.2-RS_2025_03_29	2025-03-29	6044792		220	Scaffold	2022-03-09	JAGYPE02	152	41							5956	Bacillaceae	98.53	5.49
ASM394644v1	GCF_003946445.1	GCA_003946445.1	Loigolactobacillus jiayinensis	2486016		257-1					GCF_003946445.1-RS_2025_11_23	2025-11-23	3038278		127	Contig	2018-12-14	RHOF01	127	42.5							2989	Lactobacillaceae	99	5.86
ASM1690912v1	GCF_016909125.1	GCA_016909125.1	Enterococcus lemanii	1159752		DSM 105069					GCF_016909125.1-RS_2025_03_28	2025-03-28	2720315		74	Contig	2021-02-19	JAFBFD01	74	37							2628	Enterococcus	91.78	2.05
ASM190802v1	GCF_001908025.1	GCA_001908025.1	Geobacillus proteiniphilus	860353		1017					GCF_001908025.1-RS_2025_03_28	2025-03-28	3574950		186	Contig	2016-12-19	MQMG01	186	52							3813	Geobacillus	98.46	0.55
ASM949873v1	GCF_009498735.1	GCA_009498735.1	Gracilibacillus oryzae	1672701		TD8					GCF_009498735.1-RS_2025_12_09	2025-12-09	4634286		148	Scaffold	2019-10-22	WEID01	54	37.5							4621	Bacillaceae	97.57	1.72
ASM394667v1	GCF_003946675.1	GCA_003946675.1	Lapidilactobacillus gannanensis	2486002		143-1					GCF_003946675.1-RS_2025_11_23	2025-11-23	2393386		77	Contig	2018-12-14	RHOT01	77	41							2253	Lactobacillaceae	98.96	0.3
ASM413821v1	GCF_004138215.1	GCA_004138215.1	Anaerophilus nitritigenes	2498136		MJB2					GCF_004138215.1-RS_2025_04_13	2025-04-13	3059311		112	Contig	2019-02-05	RYYS01	112	29.5							3007	Clostridiaceae	98.03	4.93
ASM143451v1	GCF_001434515.1	GCA_001434515.1	Lactobacillus hamsteri DSM 5661 = JCM 6256	1423754		DSM 5661					GCF_001434515.1-RS_2025_03_29	2025-03-29	1837804		99	Scaffold	2015-11-06	AZGI01	93	35							1822	Lactobacillus	98.39	0.24
ASM436297v1	GCF_004362975.1	GCA_004362975.1	Aminicella lysinilytica	433323		DSM 28287					GCF_004362975.1-RS_2025_12_13	2025-12-13	2286758		95	Scaffold	2019-03-22	SNXO01	91	45.5							2169	Clostridia	97.92	
ASM51309v1	GCF_000513095.1	GCA_000513095.1	Halalkalibacter wakoensis JCM 9140	1236970		JCM 9140					GCF_000513095.1-RS_2025_08_08	2025-08-08	4530938		187	Contig	2013-12-30	BAUT01	187	38.5							4662	Bacillaceae	91.74	0.16
ASM4009628v1	GCF_040096285.1	GCA_040096285.1	Ruminococcoides intestinihominis	3133161		CLA-AA-H171					GCF_040096285.1-RS_2025_07_21	2025-07-21	2259502		104	Contig	2024-06-07	JBBMEY01	104	34.5							2193	Ruminococcaceae	98.14	0.62
ASM2322776v1	GCF_023227765.1	GCA_023227765.1	Fuchsiella alkaliacetigena	957042		Z-7100					GCF_023227765.1-RS_2025_08_29	2025-08-29	2873640		116	Contig	2022-05-03	JALKBZ01	116	36							2768	Halobacteroidaceae	91.94	6.89
ASM31182v1	GCF_000311825.1	GCA_000311825.1	Peptoniphilus grossensis ph5	1118057		ph5					GCF_000311825.1-RS_2025_05_01	2025-05-01	2101866		77	Scaffold	2012-08-16	CAGX01	8	34							2038	Peptoniphilus	98.48	2.09
ASM540518v1	GCF_005405185.1	GCA_005405185.1	Secundilactobacillus hailunensis	2559923		887-11					GCF_005405185.1-RS_2025_09_02	2025-09-02	2706209		161	Scaffold	2019-03-29	BJDO01	154	44.5							2559	Lactobacillaceae	98.47	
B098	GCF_947387525.1	GCA_947387525.1	Limosilactobacillus viscerum	2993450		CIEM62					GCF_947387525.1-RS_2025_12_13	2025-12-13	1933329		148	Contig	2023-04-29	CANDNW01	148	45							1903	Lactobacillaceae	99.25	0.41
Fervidicella_assembly	GCF_000601455.1	GCA_000601455.1	Fervidicella metallireducens AeB	1403537		AeB					GCF_000601455.1-RS_2025_04_11	2025-04-11	2892465		164	Contig	2014-03-27	AZQP01	164	32							3026	Clostridiaceae	89.93	3.74
ASM173023v1	GCF_001730235.1	GCA_001730235.1	Vulcanibacillus modesticaldus	337097		BR					GCF_001730235.1-RS_2025_05_02	2025-05-02	2224341		100	Contig	2016-09-16	MIJF01	100	33.5							2360	Bacillaceae	84.96	2.36
ASM4009665v1	GCF_040096655.1	GCA_040096655.1	Blautia intestinihominis	3133152		CLA-AA-H95					GCF_040096655.1-RS_2025_07_07	2025-07-07	4095624		227	Contig	2024-06-07	JBBMEI01	227	43.5							3998	Blautia	96.96	1.04
ASM4268510v1	GCF_042685105.1	GCA_042685105.1	Enterococcus camelliae	453959		TISTR 932					GCF_042685105.1-RS_2025_11_20	2025-11-20	2383996		129	Scaffold	2024-10-07	JBHUMO01	73	38.5							2377	Enterococcus	94.98	2.43
ASM4009601v1	GCF_040096015.1	GCA_040096015.1	Peptoniphilus hominis (ex Hitch et al. 2025)	3133174		CLA-SR-H025					GCF_040096015.1-RS_2025_07_14	2025-07-14	1989360		86	Contig	2024-06-07	JBBMFO01	86	34							1984	Peptoniphilus	98.38	1.77
ASM2068720v1	GCF_020687205.1	GCA_020687205.1	Hominisplanchenecus faecis	2885351		CLA-AA-H246					GCF_020687205.1-RS_2025_12_13	2025-12-13	3266661		104	Contig	2021-10-31	JAJEQE01	104	44							3028	Lachnospiraceae	100	0.62
ASM1668099v1	GCF_016680995.1	GCA_016680995.1	Ruminococcus difficilis	2763069		M6					GCF_016680995.1-RS_2025_07_15	2025-07-15	3705135		203	Contig	2021-01-18	JAEQMG01	203	50.5							3488	Ruminococcus	87.75	24.69
ASM143587v1	GCF_001435875.1	GCA_001435875.1	Lentilactobacillus farraginis DSM 18382 = JCM 14108	1423743		DSM 18382					GCF_001435875.1-RS_2025_03_28	2025-03-28	2859511		166	Scaffold	2015-11-06	AZFY01	157	42							2856	Lactobacillaceae	99.35	0.33
ASM305761v1	GCF_003057615.1	GCA_003057615.1	Metalysinibacillus jejuensis	914327		N25					GCF_003057615.1-RS_2025_05_13	2025-05-13	2837038		230	Contig	2018-04-18	QAFW01	230	39.5							3019	Planococcaceae	86.74	6.88
IMG-taxon 2568526009 annotated assembly	GCF_900167165.1	GCA_900167165.1	Carboxydocella sporoproducens DSM 16521	1121270		DSM 16521					GCF_900167165.1-RS_2025_04_12	2025-04-12	2578924		83	Contig	2017-03-04	FUXM01	83	49							2745	Clostridiales	99.56	1.32
ASM74005v1	GCF_000740055.1	GCA_000740055.1	Secundilactobacillus oryzae JCM 18671	1291743		SG293					GCF_000740055.1-RS_2025_08_12	2025-08-12	1860394		93	Contig	2014-07-31	BBJM01	93	43							2009	Lactobacillaceae	98.69	0.08
IMG-taxon 2634166354 annotated assembly	GCF_900102365.1	GCA_900102365.1	Thomasclavelia cocleata	69824		DSM 1551					GCF_900102365.1-RS_2025_03_05	2025-03-05	2957106		96	Scaffold	2016-10-31	FOIN01	88	28.5							2829	Erysipelotrichales	99.37	0.94
ASM145705v1	GCF_001457055.1	GCA_001457055.1	Priestia veravalensis	1414648		SGD-V-76					GCF_001457055.1-RS_2025_11_23	2025-11-23	4114189		158	Scaffold	2015-12-04	LNQP01	146	37.5							4575	Bacillaceae	98.45	0.32
ASM1464663v1	GCF_014646635.1	GCA_014646635.1	Lentibacillus kapialis	340214		JCM 12580					GCF_014646635.1-RS_2024_09_02	2024-09-02	3640324		157	Scaffold	2020-09-12	BMNQ01	148	42							3630	Bacillaceae	98.2	1.4
ASM1483683v1	GCF_014836835.1	GCA_014836835.1	Clostridium faecium	2762223		N37					GCF_014836835.1-RS_2025_11_20	2025-11-20	3853386		190	Contig	2020-09-30	JACSQB01	190	28.5							3674	Clostridium	99.38	2.07
ASM70166v1	GCF_000701665.1	GCA_000701665.1	Agathobaculum desmolans ATCC 43058	1408437		ATCC 43058					GCF_000701665.1-RS_2025_12_12	2025-12-12	2646896		97	Scaffold	2014-06-11	JNJN01	95	54							2768	Clostridiales	99.12	0.44
ASM5320650v1	GCF_053206505.1	GCA_053206505.1	Streptococcus fryi	661498		SS1919					GCF_053206505.1-RS_2025_11_18	2025-11-18	1998711		81	Contig	2025-10-25	JBRUGW01	81	38.5							2033	Streptococcus	96.81	0.58
ASM1420289v1	GCF_014202895.1	GCA_014202895.1	Lactovum miscens	190387		DSM 14925					GCF_014202895.1-RS_2025_05_05	2025-05-05	1755291		62	Scaffold	2020-08-14	JACHHV01	61	36.5							1691	Streptococcaceae	94.28	1.18
ASM143712v1	GCF_001437125.1	GCA_001437125.1	Levilactobacillus paucivorans	616990		DSM 22467					GCF_001437125.1-RS_2025_03_28	2025-03-28	2362603		178	Scaffold	2015-11-06	JQCA01	167	49							2326	Lactobacillaceae	99.13	
ASM143519v1	GCF_001435195.1	GCA_001435195.1	Liquorilactobacillus satsumensis DSM 16230 = JCM 12392	1423801		DSM 16230					GCF_001435195.1-RS_2025_03_28	2025-03-28	2639652		125	Scaffold	2015-11-06	AZFQ01	55	40							2518	Lactobacillaceae	99.35	0.87
ASM1690865v1	GCF_016908655.1	GCA_016908655.1	Streptococcus saliviloxodontae	1349416		DSM 27513					GCF_016908655.1-RS_2025_03_28	2025-03-28	2051957		75	Contig	2021-02-19	JAFBEI01	75	40							1980	Streptococcus	99.29	0.77
ASM1483632v1	GCF_014836325.1	GCA_014836325.1	Clostridium gallinarum	2762246		Sa3CUN1					GCF_014836325.1-RS_2025_04_15	2025-04-15	3426635		150	Scaffold	2020-09-30	JACSQZ01	144	27							3261	Clostridium	97.83	0.62
ASM2096995v1	GCF_020969955.1	GCA_020969955.1	Allobaculum fili	2834460		539					GCF_020969955.1-RS_2025_08_08	2025-08-08	2580362		201	Contig	2021-11-24	JAHDSX01	201	50.5							2233	Erysipelotrichaceae	94.9	3.1
ASM299584v1	GCF_002995845.1	GCA_002995845.1	Clostridium luticellarii	1691940		DSM 29923					GCF_002995845.1-RS_2025_03_30	2025-03-30	3754778		165	Contig	2018-03-14	PVXP01	165	35							3744	Clostridium	98.6	
ASM1904221v1	GCF_019042215.1	GCA_019042215.1	Evansella tamaricis	2069301		CGMCC 1.15917					GCF_019042215.1-RS_2025_05_06	2025-05-06	5186571		192	Scaffold	2021-06-27	JAHQCS01	190	38							4977	Bacillaceae	98.71	1.29
ASM394632v1	GCF_003946325.1	GCA_003946325.1	Companilactobacillus furfuricola	1462575		JCM 18764					GCF_003946325.1-RS_2025_05_04	2025-05-04	2644344		95	Contig	2018-12-14	RHNT01	95	38.5							2608	Lactobacillaceae	98.47	1.14
ASM4265506v1	GCF_042655065.1	GCA_042655065.1	Ureibacillus suwonensis	313007		KACC 11287					GCF_042655065.1-RS_2025_03_02	2025-03-02	3335077		195	Contig	2024-10-06	JBHSNQ01	195	41							3418	Planococcaceae	87.49	7.17
ASM386441v1	GCF_003864415.1	GCA_003864415.1	Ligilactobacillus salitolerans	1808352		YK43					GCF_003864415.1-RS_2025_08_12	2025-08-12	2529335		167	Scaffold	2018-11-30	BFFP01	145	43.5							2529	Lactobacillaceae	98.37	1.11
IMG-taxon 2684622850 annotated assembly	GCF_900111135.1	GCA_900111135.1	Granulicatella balaenopterae	137733		DSM 15827					GCF_900111135.1-RS_2025_12_10	2025-12-10	2135967		96	Scaffold	2016-10-31	FOGF01	94	34							2000	Granulicatella	74.82	9.35
ASM1965623v1	GCF_019656235.1	GCA_019656235.1	Apilactobacillus xinyiensis	2841032		F575-4					GCF_019656235.1-RS_2025_09_02	2025-09-02	1453633		47	Contig	2021-06-16	BPLL01	47	31							1502	Lactobacillaceae	97.33	0.33
IMG-taxon 2700988698 annotated assembly	GCF_900142095.1	GCA_900142095.1	Thermoclostridium caenicola	659425		DSM 19027					GCF_900142095.1-RS_2025_04_07	2025-04-07	2890486		127	Scaffold	2019-09-11	FQZP01	125	51							2680	Ruminococcaceae	98.76	0.9
ASM436581v1	GCF_004365815.1	GCA_004365815.1	Breznakia blatticola	1754012		DSM 28867					GCF_004365815.1-RS_2025_04_19	2025-04-19	2461343		99	Scaffold	2019-03-22	SODD01	98	34							2322	Erysipelotrichaceae	97.33	0.63
ASM1920702v1	GCF_019207025.1	GCA_019207025.1	Clostridium thailandense	2794346		PL3					GCF_019207025.1-RS_2025_09_29	2025-09-29	6484535		261	Contig	2021-07-13	JAEEGC01	261	31							5948	Clostridium	99.07	2.33
ASM143650v1	GCF_001436505.1	GCA_001436505.1	Loigolactobacillus rennini DSM 20253	1423796		DSM 20253					GCF_001436505.1-RS_2025_03_28	2025-03-28	2269330		126	Scaffold	2015-11-06	AYYI01	106	40.5							2302	Lactobacillaceae	99.23	3.21
ASM1690864v1	GCF_016908645.1	GCA_016908645.1	Streptococcus loxodontisalivarius	1349415		DSM 27382					GCF_016908645.1-RS_2025_03_28	2025-03-28	2226923		95	Contig	2021-02-19	JAFBEH01	95	40.5							2134	Streptococcus	99.77	0.13
